DATAFLOW,LAST UPDATE,freq,unit,airpol,src_nfr,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:ENV_AIR_EMIS(1.0),27/09/24 23:00:00,Annual,Tonne,Particulates < 10µm,National total for the entire territory (based on fuel sold),Hungary,2008,64822,
ESTAT:ENV_AIR_EMIS(1.0),27/09/24 23:00:00,Annual,Tonne,Particulates < 10µm,National total for the entire territory (based on fuel sold),Hungary,2009,75879,
ESTAT:ENV_AIR_EMIS(1.0),27/09/24 23:00:00,Annual,Tonne,Particulates < 10µm,National total for the entire territory (based on fuel sold),Hungary,2010,72249,
ESTAT:ENV_AIR_EMIS(1.0),27/09/24 23:00:00,Annual,Tonne,Particulates < 10µm,National total for the entire territory (based on fuel sold),Hungary,2011,75455,
ESTAT:ENV_AIR_EMIS(1.0),27/09/24 23:00:00,Annual,Tonne,Particulates < 10µm,National total for the entire territory (based on fuel sold),Hungary,2012,73933,
ESTAT:ENV_AIR_EMIS(1.0),27/09/24 23:00:00,Annual,Tonne,Particulates < 10µm,National total for the entire territory (based on fuel sold),Hungary,2013,77074,
ESTAT:ENV_AIR_EMIS(1.0),27/09/24 23:00:00,Annual,Tonne,Particulates < 10µm,National total for the entire territory (based on fuel sold),Hungary,2014,71555,
ESTAT:ENV_AIR_EMIS(1.0),27/09/24 23:00:00,Annual,Tonne,Particulates < 10µm,National total for the entire territory (based on fuel sold),Hungary,2015,72384,
ESTAT:ENV_AIR_EMIS(1.0),27/09/24 23:00:00,Annual,Tonne,Particulates < 10µm,National total for the entire territory (based on fuel sold),Hungary,2016,69809,
ESTAT:ENV_AIR_EMIS(1.0),27/09/24 23:00:00,Annual,Tonne,Particulates < 10µm,National total for the entire territory (based on fuel sold),Hungary,2017,65419,
ESTAT:ENV_AIR_EMIS(1.0),27/09/24 23:00:00,Annual,Tonne,Particulates < 10µm,National total for the entire territory (based on fuel sold),Hungary,2018,60457,
ESTAT:ENV_AIR_EMIS(1.0),27/09/24 23:00:00,Annual,Tonne,Particulates < 10µm,National total for the entire territory (based on fuel sold),Hungary,2019,57966,
ESTAT:ENV_AIR_EMIS(1.0),27/09/24 23:00:00,Annual,Tonne,Particulates < 10µm,National total for the entire territory (based on fuel sold),Hungary,2020,53647,
ESTAT:ENV_AIR_EMIS(1.0),27/09/24 23:00:00,Annual,Tonne,Particulates < 10µm,National total for the entire territory (based on fuel sold),Hungary,2021,53394,
ESTAT:ENV_AIR_EMIS(1.0),27/09/24 23:00:00,Annual,Tonne,Particulates < 10µm,National total for the entire territory (based on fuel sold),Hungary,2022,51443,
ESTAT:ENV_AIR_EMIS(1.0),27/09/24 23:00:00,Annual,Tonne,Particulates < 10µm,National total for the entire territory (based on fuel sold),Ireland,1990,37720,
ESTAT:ENV_AIR_EMIS(1.0),27/09/24 23:00:00,Annual,Tonne,Particulates < 10µm,National total for the entire territory (based on fuel sold),Ireland,1991,37478,
ESTAT:ENV_AIR_EMIS(1.0),27/09/24 23:00:00,Annual,Tonne,Particulates < 10µm,National total for the entire territory (based on fuel sold),Ireland,1992,34326,
ESTAT:ENV_AIR_EMIS(1.0),27/09/24 23:00:00,Annual,Tonne,Particulates < 10µm,National total for the entire territory (based on fuel sold),Ireland,1993,33693,
ESTAT:ENV_AIR_EMIS(1.0),27/09/24 23:00:00,Annual,Tonne,Particulates < 10µm,National total for the entire territory (based on fuel sold),Ireland,1994,31616,
ESTAT:ENV_AIR_EMIS(1.0),27/09/24 23:00:00,Annual,Tonne,Particulates < 10µm,National total for the entire territory (based on fuel sold),Ireland,1995,29822,
ESTAT:ENV_AIR_EMIS(1.0),27/09/24 23:00:00,Annual,Tonne,Particulates < 10µm,National total for the entire territory (based on fuel sold),Ireland,1996,31546,
ESTAT:ENV_AIR_EMIS(1.0),27/09/24 23:00:00,Annual,Tonne,Particulates < 10µm,National total for the entire territory (based on fuel sold),Ireland,1997,30901,
ESTAT:ENV_AIR_EMIS(1.0),27/09/24 23:00:00,Annual,Tonne,Particulates < 10µm,National total for the entire territory (based on fuel sold),Ireland,1998,33006,
ESTAT:ENV_AIR_EMIS(1.0),27/09/24 23:00:00,Annual,Tonne,Particulates < 10µm,National total for the entire territory (based on fuel sold),Ireland,1999,30759,
ESTAT:ENV_AIR_EMIS(1.0),27/09/24 23:00:00,Annual,Tonne,Particulates < 10µm,National total for the entire territory (based on fuel sold),Ireland,2000,32221,
ESTAT:ENV_AIR_EMIS(1.0),27/09/24 23:00:00,Annual,Tonne,Particulates < 10µm,National total for the entire territory (based on fuel sold),Ireland,2001,33354,
ESTAT:ENV_AIR_EMIS(1.0),27/09/24 23:00:00,Annual,Tonne,Particulates < 10µm,National total for the entire territory (based on fuel sold),Ireland,2002,32360,
ESTAT:ENV_AIR_EMIS(1.0),27/09/24 23:00:00,Annual,Tonne,Particulates < 10µm,National total for the entire territory (based on fuel sold),Ireland,2003,33729,
ESTAT:ENV_AIR_EMIS(1.0),27/09/24 23:00:00,Annual,Tonne,Particulates < 10µm,National total for the entire territory (based on fuel sold),Ireland,2004,34725,
ESTAT:ENV_AIR_EMIS(1.0),27/09/24 23:00:00,Annual,Tonne,Particulates < 10µm,National total for the entire territory (based on fuel sold),Ireland,2005,35677,
ESTAT:ENV_AIR_EMIS(1.0),27/09/24 23:00:00,Annual,Tonne,Particulates < 10µm,National total for the entire territory (based on fuel sold),Ireland,2006,36105,
ESTAT:ENV_AIR_EMIS(1.0),27/09/24 23:00:00,Annual,Tonne,Particulates < 10µm,National total for the entire territory (based on fuel sold),Ireland,2007,35561,
ESTAT:ENV_AIR_EMIS(1.0),27/09/24 23:00:00,Annual,Tonne,Particulates < 10µm,National total for the entire territory (based on fuel sold),Ireland,2008,32923,
ESTAT:ENV_AIR_EMIS(1.0),27/09/24 23:00:00,Annual,Tonne,Particulates < 10µm,National total for the entire territory (based on fuel sold),Ireland,2009,31346,
ESTAT:ENV_AIR_EMIS(1.0),27/09/24 23:00:00,Annual,Tonne,Particulates < 10µm,National total for the entire territory (based on fuel sold),Ireland,2010,28836,
ESTAT:ENV_AIR_EMIS(1.0),27/09/24 23:00:00,Annual,Tonne,Particulates < 10µm,National total for the entire territory (based on fuel sold),Ireland,2011,22344,
ESTAT:ENV_AIR_EMIS(1.0),27/09/24 23:00:00,Annual,Tonne,Particulates < 10µm,National total for the entire territory (based on fuel sold),Ireland,2012,22693,
ESTAT:ENV_AIR_EMIS(1.0),27/09/24 23:00:00,Annual,Tonne,Particulates < 10µm,National total for the entire territory (based on fuel sold),Ireland,2013,23042,
ESTAT:ENV_AIR_EMIS(1.0),27/09/24 23:00:00,Annual,Tonne,Particulates < 10µm,National total for the entire territory (based on fuel sold),Ireland,2014,22529,
ESTAT:ENV_AIR_EMIS(1.0),27/09/24 23:00:00,Annual,Tonne,Particulates < 10µm,National total for the entire territory (based on fuel sold),Ireland,2015,23442,
ESTAT:ENV_AIR_EMIS(1.0),27/09/24 23:00:00,Annual,Tonne,Particulates < 10µm,National total for the entire territory (based on fuel sold),Ireland,2016,23620,
ESTAT:ENV_AIR_EMIS(1.0),27/09/24 23:00:00,Annual,Tonne,Particulates < 10µm,National total for the entire territory (based on fuel sold),Ireland,2017,23388,
ESTAT:ENV_AIR_EMIS(1.0),27/09/24 23:00:00,Annual,Tonne,Particulates < 10µm,National total for the entire territory (based on fuel sold),Ireland,2018,23158,
ESTAT:ENV_AIR_EMIS(1.0),27/09/24 23:00:00,Annual,Tonne,Particulates < 10µm,National total for the entire territory (based on fuel sold),Ireland,2019,22802,
ESTAT:ENV_AIR_EMIS(1.0),27/09/24 23:00:00,Annual,Tonne,Particulates < 10µm,National total for the entire territory (based on fuel sold),Ireland,2020,22347,
ESTAT:ENV_AIR_EMIS(1.0),27/09/24 23:00:00,Annual,Tonne,Particulates < 10µm,National total for the entire territory (based on fuel sold),Ireland,2021,22419,
ESTAT:ENV_AIR_EMIS(1.0),27/09/24 23:00:00,Annual,Tonne,Particulates < 10µm,National total for the entire territory (based on fuel sold),Ireland,2022,21030,
ESTAT:ENV_AIR_EMIS(1.0),27/09/24 23:00:00,Annual,Tonne,Particulates < 10µm,National total for the entire territory (based on fuel sold),Italy,1990,345630,
ESTAT:ENV_AIR_EMIS(1.0),27/09/24 23:00:00,Annual,Tonne,Particulates < 10µm,National total for the entire territory (based on fuel sold),Italy,1991,435871,
ESTAT:ENV_AIR_EMIS(1.0),27/09/24 23:00:00,Annual,Tonne,Particulates < 10µm,National total for the entire territory (based on fuel sold),Italy,1992,341036,
ESTAT:ENV_AIR_EMIS(1.0),27/09/24 23:00:00,Annual,Tonne,Particulates < 10µm,National total for the entire territory (based on fuel sold),Italy,1993,334959,
ESTAT:ENV_AIR_EMIS(1.0),27/09/24 23:00:00,Annual,Tonne,Particulates < 10µm,National total for the entire territory (based on fuel sold),Italy,1994,334001,
ESTAT:ENV_AIR_EMIS(1.0),27/09/24 23:00:00,Annual,Tonne,Particulates < 10µm,National total for the entire territory (based on fuel sold),Italy,1995,342223,
ESTAT:ENV_AIR_EMIS(1.0),27/09/24 23:00:00,Annual,Tonne,Particulates < 10µm,National total for the entire territory (based on fuel sold),Italy,1996,325235,
ESTAT:ENV_AIR_EMIS(1.0),27/09/24 23:00:00,Annual,Tonne,Particulates < 10µm,National total for the entire territory (based on fuel sold),Italy,1997,314058,
ESTAT:ENV_AIR_EMIS(1.0),27/09/24 23:00:00,Annual,Tonne,Particulates < 10µm,National total for the entire territory (based on fuel sold),Italy,1998,320002,
ESTAT:ENV_AIR_EMIS(1.0),27/09/24 23:00:00,Annual,Tonne,Particulates < 10µm,National total for the entire territory (based on fuel sold),Italy,1999,314401,
ESTAT:ENV_AIR_EMIS(1.0),27/09/24 23:00:00,Annual,Tonne,Particulates < 10µm,National total for the entire territory (based on fuel sold),Italy,2000,297472,
ESTAT:ENV_AIR_EMIS(1.0),27/09/24 23:00:00,Annual,Tonne,Particulates < 10µm,National total for the entire territory (based on fuel sold),Italy,2001,289850,
ESTAT:ENV_AIR_EMIS(1.0),27/09/24 23:00:00,Annual,Tonne,Particulates < 10µm,National total for the entire territory (based on fuel sold),Italy,2002,325186,
ESTAT:ENV_AIR_EMIS(1.0),27/09/24 23:00:00,Annual,Tonne,Particulates < 10µm,National total for the entire territory (based on fuel sold),Italy,2003,272971,
ESTAT:ENV_AIR_EMIS(1.0),27/09/24 23:00:00,Annual,Tonne,Particulates < 10µm,National total for the entire territory (based on fuel sold),Italy,2004,265100,
ESTAT:ENV_AIR_EMIS(1.0),27/09/24 23:00:00,Annual,Tonne,Particulates < 10µm,National total for the entire territory (based on fuel sold),Italy,2005,280325,
ESTAT:ENV_AIR_EMIS(1.0),27/09/24 23:00:00,Annual,Tonne,Particulates < 10µm,National total for the entire territory (based on fuel sold),Italy,2006,269975,
ESTAT:ENV_AIR_EMIS(1.0),27/09/24 23:00:00,Annual,Tonne,Particulates < 10µm,National total for the entire territory (based on fuel sold),Italy,2007,326828,
ESTAT:ENV_AIR_EMIS(1.0),27/09/24 23:00:00,Annual,Tonne,Particulates < 10µm,National total for the entire territory (based on fuel sold),Italy,2008,310420,
ESTAT:ENV_AIR_EMIS(1.0),27/09/24 23:00:00,Annual,Tonne,Particulates < 10µm,National total for the entire territory (based on fuel sold),Italy,2009,288958,
ESTAT:ENV_AIR_EMIS(1.0),27/09/24 23:00:00,Annual,Tonne,Particulates < 10µm,National total for the entire territory (based on fuel sold),Italy,2010,300647,
ESTAT:ENV_AIR_EMIS(1.0),27/09/24 23:00:00,Annual,Tonne,Particulates < 10µm,National total for the entire territory (based on fuel sold),Italy,2011,261561,
ESTAT:ENV_AIR_EMIS(1.0),27/09/24 23:00:00,Annual,Tonne,Particulates < 10µm,National total for the entire territory (based on fuel sold),Italy,2012,244545,
ESTAT:ENV_AIR_EMIS(1.0),27/09/24 23:00:00,Annual,Tonne,Particulates < 10µm,National total for the entire territory (based on fuel sold),Italy,2013,238329,
ESTAT:ENV_AIR_EMIS(1.0),27/09/24 23:00:00,Annual,Tonne,Particulates < 10µm,National total for the entire territory (based on fuel sold),Italy,2014,215368,
ESTAT:ENV_AIR_EMIS(1.0),27/09/24 23:00:00,Annual,Tonne,Particulates < 10µm,National total for the entire territory (based on fuel sold),Italy,2015,230929,
ESTAT:ENV_AIR_EMIS(1.0),27/09/24 23:00:00,Annual,Tonne,Particulates < 10µm,National total for the entire territory (based on fuel sold),Italy,2016,216384,
ESTAT:ENV_AIR_EMIS(1.0),27/09/24 23:00:00,Annual,Tonne,Particulates < 10µm,National total for the entire territory (based on fuel sold),Italy,2017,226340,
ESTAT:ENV_AIR_EMIS(1.0),27/09/24 23:00:00,Annual,Tonne,Particulates < 10µm,National total for the entire territory (based on fuel sold),Italy,2018,228759,
ESTAT:ENV_AIR_EMIS(1.0),27/09/24 23:00:00,Annual,Tonne,Particulates < 10µm,National total for the entire territory (based on fuel sold),Italy,2019,206151,
ESTAT:ENV_AIR_EMIS(1.0),27/09/24 23:00:00,Annual,Tonne,Particulates < 10µm,National total for the entire territory (based on fuel sold),Italy,2020,199552,
ESTAT:ENV_AIR_EMIS(1.0),27/09/24 23:00:00,Annual,Tonne,Particulates < 10µm,National total for the entire territory (based on fuel sold),Italy,2021,212210,
ESTAT:ENV_AIR_EMIS(1.0),27/09/24 23:00:00,Annual,Tonne,Particulates < 10µm,National total for the entire territory (based on fuel sold),Italy,2022,205689,
