DATAFLOW,LAST UPDATE,freq,unit,airpol,src_nfr,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:ENV_AIR_EMIS(1.0),27/09/24 23:00:00,Annual,Tonne,Carbon monoxide,National total for the entire territory (based on fuel sold),Hungary,2004,773245,
ESTAT:ENV_AIR_EMIS(1.0),27/09/24 23:00:00,Annual,Tonne,Carbon monoxide,National total for the entire territory (based on fuel sold),Hungary,2005,698067,
ESTAT:ENV_AIR_EMIS(1.0),27/09/24 23:00:00,Annual,Tonne,Carbon monoxide,National total for the entire territory (based on fuel sold),Hungary,2006,606846,
ESTAT:ENV_AIR_EMIS(1.0),27/09/24 23:00:00,Annual,Tonne,Carbon monoxide,National total for the entire territory (based on fuel sold),Hungary,2007,565259,
ESTAT:ENV_AIR_EMIS(1.0),27/09/24 23:00:00,Annual,Tonne,Carbon monoxide,National total for the entire territory (based on fuel sold),Hungary,2008,502749,
ESTAT:ENV_AIR_EMIS(1.0),27/09/24 23:00:00,Annual,Tonne,Carbon monoxide,National total for the entire territory (based on fuel sold),Hungary,2009,545070,
ESTAT:ENV_AIR_EMIS(1.0),27/09/24 23:00:00,Annual,Tonne,Carbon monoxide,National total for the entire territory (based on fuel sold),Hungary,2010,546256,
ESTAT:ENV_AIR_EMIS(1.0),27/09/24 23:00:00,Annual,Tonne,Carbon monoxide,National total for the entire territory (based on fuel sold),Hungary,2011,556838,
ESTAT:ENV_AIR_EMIS(1.0),27/09/24 23:00:00,Annual,Tonne,Carbon monoxide,National total for the entire territory (based on fuel sold),Hungary,2012,572560,
ESTAT:ENV_AIR_EMIS(1.0),27/09/24 23:00:00,Annual,Tonne,Carbon monoxide,National total for the entire territory (based on fuel sold),Hungary,2013,555032,
ESTAT:ENV_AIR_EMIS(1.0),27/09/24 23:00:00,Annual,Tonne,Carbon monoxide,National total for the entire territory (based on fuel sold),Hungary,2014,475071,
ESTAT:ENV_AIR_EMIS(1.0),27/09/24 23:00:00,Annual,Tonne,Carbon monoxide,National total for the entire territory (based on fuel sold),Hungary,2015,460155,
ESTAT:ENV_AIR_EMIS(1.0),27/09/24 23:00:00,Annual,Tonne,Carbon monoxide,National total for the entire territory (based on fuel sold),Hungary,2016,444949,
ESTAT:ENV_AIR_EMIS(1.0),27/09/24 23:00:00,Annual,Tonne,Carbon monoxide,National total for the entire territory (based on fuel sold),Hungary,2017,433559,
ESTAT:ENV_AIR_EMIS(1.0),27/09/24 23:00:00,Annual,Tonne,Carbon monoxide,National total for the entire territory (based on fuel sold),Hungary,2018,371465,
ESTAT:ENV_AIR_EMIS(1.0),27/09/24 23:00:00,Annual,Tonne,Carbon monoxide,National total for the entire territory (based on fuel sold),Hungary,2019,352518,
ESTAT:ENV_AIR_EMIS(1.0),27/09/24 23:00:00,Annual,Tonne,Carbon monoxide,National total for the entire territory (based on fuel sold),Hungary,2020,334293,
ESTAT:ENV_AIR_EMIS(1.0),27/09/24 23:00:00,Annual,Tonne,Carbon monoxide,National total for the entire territory (based on fuel sold),Hungary,2021,336716,
ESTAT:ENV_AIR_EMIS(1.0),27/09/24 23:00:00,Annual,Tonne,Carbon monoxide,National total for the entire territory (based on fuel sold),Hungary,2022,327006,
ESTAT:ENV_AIR_EMIS(1.0),27/09/24 23:00:00,Annual,Tonne,Carbon monoxide,National total for the entire territory (based on fuel sold),Ireland,1990,573884,
ESTAT:ENV_AIR_EMIS(1.0),27/09/24 23:00:00,Annual,Tonne,Carbon monoxide,National total for the entire territory (based on fuel sold),Ireland,1991,561852,
ESTAT:ENV_AIR_EMIS(1.0),27/09/24 23:00:00,Annual,Tonne,Carbon monoxide,National total for the entire territory (based on fuel sold),Ireland,1992,513911,
ESTAT:ENV_AIR_EMIS(1.0),27/09/24 23:00:00,Annual,Tonne,Carbon monoxide,National total for the entire territory (based on fuel sold),Ireland,1993,492021,
ESTAT:ENV_AIR_EMIS(1.0),27/09/24 23:00:00,Annual,Tonne,Carbon monoxide,National total for the entire territory (based on fuel sold),Ireland,1994,452681,
ESTAT:ENV_AIR_EMIS(1.0),27/09/24 23:00:00,Annual,Tonne,Carbon monoxide,National total for the entire territory (based on fuel sold),Ireland,1995,432240,
ESTAT:ENV_AIR_EMIS(1.0),27/09/24 23:00:00,Annual,Tonne,Carbon monoxide,National total for the entire territory (based on fuel sold),Ireland,1996,429326,
ESTAT:ENV_AIR_EMIS(1.0),27/09/24 23:00:00,Annual,Tonne,Carbon monoxide,National total for the entire territory (based on fuel sold),Ireland,1997,390927,
ESTAT:ENV_AIR_EMIS(1.0),27/09/24 23:00:00,Annual,Tonne,Carbon monoxide,National total for the entire territory (based on fuel sold),Ireland,1998,402331,
ESTAT:ENV_AIR_EMIS(1.0),27/09/24 23:00:00,Annual,Tonne,Carbon monoxide,National total for the entire territory (based on fuel sold),Ireland,1999,352610,
ESTAT:ENV_AIR_EMIS(1.0),27/09/24 23:00:00,Annual,Tonne,Carbon monoxide,National total for the entire territory (based on fuel sold),Ireland,2000,341440,
ESTAT:ENV_AIR_EMIS(1.0),27/09/24 23:00:00,Annual,Tonne,Carbon monoxide,National total for the entire territory (based on fuel sold),Ireland,2001,330695,
ESTAT:ENV_AIR_EMIS(1.0),27/09/24 23:00:00,Annual,Tonne,Carbon monoxide,National total for the entire territory (based on fuel sold),Ireland,2002,317844,
ESTAT:ENV_AIR_EMIS(1.0),27/09/24 23:00:00,Annual,Tonne,Carbon monoxide,National total for the entire territory (based on fuel sold),Ireland,2003,302931,
ESTAT:ENV_AIR_EMIS(1.0),27/09/24 23:00:00,Annual,Tonne,Carbon monoxide,National total for the entire territory (based on fuel sold),Ireland,2004,297281,
ESTAT:ENV_AIR_EMIS(1.0),27/09/24 23:00:00,Annual,Tonne,Carbon monoxide,National total for the entire territory (based on fuel sold),Ireland,2005,299212,
ESTAT:ENV_AIR_EMIS(1.0),27/09/24 23:00:00,Annual,Tonne,Carbon monoxide,National total for the entire territory (based on fuel sold),Ireland,2006,279845,
ESTAT:ENV_AIR_EMIS(1.0),27/09/24 23:00:00,Annual,Tonne,Carbon monoxide,National total for the entire territory (based on fuel sold),Ireland,2007,263273,
ESTAT:ENV_AIR_EMIS(1.0),27/09/24 23:00:00,Annual,Tonne,Carbon monoxide,National total for the entire territory (based on fuel sold),Ireland,2008,260092,
ESTAT:ENV_AIR_EMIS(1.0),27/09/24 23:00:00,Annual,Tonne,Carbon monoxide,National total for the entire territory (based on fuel sold),Ireland,2009,244284,
ESTAT:ENV_AIR_EMIS(1.0),27/09/24 23:00:00,Annual,Tonne,Carbon monoxide,National total for the entire territory (based on fuel sold),Ireland,2010,226217,
ESTAT:ENV_AIR_EMIS(1.0),27/09/24 23:00:00,Annual,Tonne,Carbon monoxide,National total for the entire territory (based on fuel sold),Ireland,2011,207230,
ESTAT:ENV_AIR_EMIS(1.0),27/09/24 23:00:00,Annual,Tonne,Carbon monoxide,National total for the entire territory (based on fuel sold),Ireland,2012,199828,
ESTAT:ENV_AIR_EMIS(1.0),27/09/24 23:00:00,Annual,Tonne,Carbon monoxide,National total for the entire territory (based on fuel sold),Ireland,2013,198186,
ESTAT:ENV_AIR_EMIS(1.0),27/09/24 23:00:00,Annual,Tonne,Carbon monoxide,National total for the entire territory (based on fuel sold),Ireland,2014,183785,
ESTAT:ENV_AIR_EMIS(1.0),27/09/24 23:00:00,Annual,Tonne,Carbon monoxide,National total for the entire territory (based on fuel sold),Ireland,2015,183829,
ESTAT:ENV_AIR_EMIS(1.0),27/09/24 23:00:00,Annual,Tonne,Carbon monoxide,National total for the entire territory (based on fuel sold),Ireland,2016,179261,
ESTAT:ENV_AIR_EMIS(1.0),27/09/24 23:00:00,Annual,Tonne,Carbon monoxide,National total for the entire territory (based on fuel sold),Ireland,2017,151629,
ESTAT:ENV_AIR_EMIS(1.0),27/09/24 23:00:00,Annual,Tonne,Carbon monoxide,National total for the entire territory (based on fuel sold),Ireland,2018,146035,
ESTAT:ENV_AIR_EMIS(1.0),27/09/24 23:00:00,Annual,Tonne,Carbon monoxide,National total for the entire territory (based on fuel sold),Ireland,2019,125641,
ESTAT:ENV_AIR_EMIS(1.0),27/09/24 23:00:00,Annual,Tonne,Carbon monoxide,National total for the entire territory (based on fuel sold),Ireland,2020,120481,
ESTAT:ENV_AIR_EMIS(1.0),27/09/24 23:00:00,Annual,Tonne,Carbon monoxide,National total for the entire territory (based on fuel sold),Ireland,2021,120973,
ESTAT:ENV_AIR_EMIS(1.0),27/09/24 23:00:00,Annual,Tonne,Carbon monoxide,National total for the entire territory (based on fuel sold),Ireland,2022,104905,
ESTAT:ENV_AIR_EMIS(1.0),27/09/24 23:00:00,Annual,Tonne,Carbon monoxide,National total for the entire territory (based on fuel sold),Italy,1990,6823580,
ESTAT:ENV_AIR_EMIS(1.0),27/09/24 23:00:00,Annual,Tonne,Carbon monoxide,National total for the entire territory (based on fuel sold),Italy,1991,7208640,
ESTAT:ENV_AIR_EMIS(1.0),27/09/24 23:00:00,Annual,Tonne,Carbon monoxide,National total for the entire territory (based on fuel sold),Italy,1992,7309340,
ESTAT:ENV_AIR_EMIS(1.0),27/09/24 23:00:00,Annual,Tonne,Carbon monoxide,National total for the entire territory (based on fuel sold),Italy,1993,7481010,
ESTAT:ENV_AIR_EMIS(1.0),27/09/24 23:00:00,Annual,Tonne,Carbon monoxide,National total for the entire territory (based on fuel sold),Italy,1994,7080970,
ESTAT:ENV_AIR_EMIS(1.0),27/09/24 23:00:00,Annual,Tonne,Carbon monoxide,National total for the entire territory (based on fuel sold),Italy,1995,7118330,
ESTAT:ENV_AIR_EMIS(1.0),27/09/24 23:00:00,Annual,Tonne,Carbon monoxide,National total for the entire territory (based on fuel sold),Italy,1996,6845070,
ESTAT:ENV_AIR_EMIS(1.0),27/09/24 23:00:00,Annual,Tonne,Carbon monoxide,National total for the entire territory (based on fuel sold),Italy,1997,6410210,
ESTAT:ENV_AIR_EMIS(1.0),27/09/24 23:00:00,Annual,Tonne,Carbon monoxide,National total for the entire territory (based on fuel sold),Italy,1998,5985130,
ESTAT:ENV_AIR_EMIS(1.0),27/09/24 23:00:00,Annual,Tonne,Carbon monoxide,National total for the entire territory (based on fuel sold),Italy,1999,5551730,
ESTAT:ENV_AIR_EMIS(1.0),27/09/24 23:00:00,Annual,Tonne,Carbon monoxide,National total for the entire territory (based on fuel sold),Italy,2000,4813980,
ESTAT:ENV_AIR_EMIS(1.0),27/09/24 23:00:00,Annual,Tonne,Carbon monoxide,National total for the entire territory (based on fuel sold),Italy,2001,4511120,
ESTAT:ENV_AIR_EMIS(1.0),27/09/24 23:00:00,Annual,Tonne,Carbon monoxide,National total for the entire territory (based on fuel sold),Italy,2002,3923210,
ESTAT:ENV_AIR_EMIS(1.0),27/09/24 23:00:00,Annual,Tonne,Carbon monoxide,National total for the entire territory (based on fuel sold),Italy,2003,3999430,
ESTAT:ENV_AIR_EMIS(1.0),27/09/24 23:00:00,Annual,Tonne,Carbon monoxide,National total for the entire territory (based on fuel sold),Italy,2004,3464730,
ESTAT:ENV_AIR_EMIS(1.0),27/09/24 23:00:00,Annual,Tonne,Carbon monoxide,National total for the entire territory (based on fuel sold),Italy,2005,3501710,
ESTAT:ENV_AIR_EMIS(1.0),27/09/24 23:00:00,Annual,Tonne,Carbon monoxide,National total for the entire territory (based on fuel sold),Italy,2006,3338980,
ESTAT:ENV_AIR_EMIS(1.0),27/09/24 23:00:00,Annual,Tonne,Carbon monoxide,National total for the entire territory (based on fuel sold),Italy,2007,3400920,
ESTAT:ENV_AIR_EMIS(1.0),27/09/24 23:00:00,Annual,Tonne,Carbon monoxide,National total for the entire territory (based on fuel sold),Italy,2008,3515000,
ESTAT:ENV_AIR_EMIS(1.0),27/09/24 23:00:00,Annual,Tonne,Carbon monoxide,National total for the entire territory (based on fuel sold),Italy,2009,3117600,
ESTAT:ENV_AIR_EMIS(1.0),27/09/24 23:00:00,Annual,Tonne,Carbon monoxide,National total for the entire territory (based on fuel sold),Italy,2010,3075980,
ESTAT:ENV_AIR_EMIS(1.0),27/09/24 23:00:00,Annual,Tonne,Carbon monoxide,National total for the entire territory (based on fuel sold),Italy,2011,2432310,
ESTAT:ENV_AIR_EMIS(1.0),27/09/24 23:00:00,Annual,Tonne,Carbon monoxide,National total for the entire territory (based on fuel sold),Italy,2012,2694800,
ESTAT:ENV_AIR_EMIS(1.0),27/09/24 23:00:00,Annual,Tonne,Carbon monoxide,National total for the entire territory (based on fuel sold),Italy,2013,2501060,
ESTAT:ENV_AIR_EMIS(1.0),27/09/24 23:00:00,Annual,Tonne,Carbon monoxide,National total for the entire territory (based on fuel sold),Italy,2014,2270630,
ESTAT:ENV_AIR_EMIS(1.0),27/09/24 23:00:00,Annual,Tonne,Carbon monoxide,National total for the entire territory (based on fuel sold),Italy,2015,2282530,
ESTAT:ENV_AIR_EMIS(1.0),27/09/24 23:00:00,Annual,Tonne,Carbon monoxide,National total for the entire territory (based on fuel sold),Italy,2016,2191380,
ESTAT:ENV_AIR_EMIS(1.0),27/09/24 23:00:00,Annual,Tonne,Carbon monoxide,National total for the entire territory (based on fuel sold),Italy,2017,2248730,
ESTAT:ENV_AIR_EMIS(1.0),27/09/24 23:00:00,Annual,Tonne,Carbon monoxide,National total for the entire territory (based on fuel sold),Italy,2018,2035920,
ESTAT:ENV_AIR_EMIS(1.0),27/09/24 23:00:00,Annual,Tonne,Carbon monoxide,National total for the entire territory (based on fuel sold),Italy,2019,2043010,
ESTAT:ENV_AIR_EMIS(1.0),27/09/24 23:00:00,Annual,Tonne,Carbon monoxide,National total for the entire territory (based on fuel sold),Italy,2020,1860510,
ESTAT:ENV_AIR_EMIS(1.0),27/09/24 23:00:00,Annual,Tonne,Carbon monoxide,National total for the entire territory (based on fuel sold),Italy,2021,2030930,
ESTAT:ENV_AIR_EMIS(1.0),27/09/24 23:00:00,Annual,Tonne,Carbon monoxide,National total for the entire territory (based on fuel sold),Italy,2022,1894020,
