eu_sdg,dimension,dimension_label,unit,unit_label,geo,geo_label,time,obs_value,obs_status
14_40,INL_EXC,Percentage of bathing sites - excellent quality ii. inland water,PC,Percentage,EL,Greece,2011,66.7,
14_40,INL_EXC,Percentage of bathing sites - excellent quality ii. inland water,PC,Percentage,EL,Greece,2012,33.3,
14_40,INL_EXC,Percentage of bathing sites - excellent quality ii. inland water,PC,Percentage,EL,Greece,2013,33.3,
14_40,INL_EXC,Percentage of bathing sites - excellent quality ii. inland water,PC,Percentage,EL,Greece,2014,50,
14_40,INL_EXC,Percentage of bathing sites - excellent quality ii. inland water,PC,Percentage,EL,Greece,2015,100,
14_40,INL_EXC,Percentage of bathing sites - excellent quality ii. inland water,PC,Percentage,EL,Greece,2016,50,
14_40,INL_EXC,Percentage of bathing sites - excellent quality ii. inland water,PC,Percentage,EL,Greece,2017,66.7,
14_40,INL_EXC,Percentage of bathing sites - excellent quality ii. inland water,PC,Percentage,EL,Greece,2018,33.3,
14_40,INL_EXC,Percentage of bathing sites - excellent quality ii. inland water,PC,Percentage,EL,Greece,2019,66.7,
14_40,INL_EXC,Percentage of bathing sites - excellent quality ii. inland water,PC,Percentage,EL,Greece,2020,100,
14_40,INL_EXC,Percentage of bathing sites - excellent quality ii. inland water,PC,Percentage,EL,Greece,2021,100,
14_40,INL_EXC,Percentage of bathing sites - excellent quality ii. inland water,PC,Percentage,EL,Greece,2022,100,
14_40,INL_EXC,Percentage of bathing sites - excellent quality ii. inland water,PC,Percentage,EL,Greece,2023,100,
14_40,INL_EXC,Percentage of bathing sites - excellent quality ii. inland water,PC,Percentage,ES,Spain,2000,35.5,
14_40,INL_EXC,Percentage of bathing sites - excellent quality ii. inland water,PC,Percentage,ES,Spain,2001,36.8,
14_40,INL_EXC,Percentage of bathing sites - excellent quality ii. inland water,PC,Percentage,ES,Spain,2002,41.2,
14_40,INL_EXC,Percentage of bathing sites - excellent quality ii. inland water,PC,Percentage,ES,Spain,2003,43,
14_40,INL_EXC,Percentage of bathing sites - excellent quality ii. inland water,PC,Percentage,ES,Spain,2004,44.3,
14_40,INL_EXC,Percentage of bathing sites - excellent quality ii. inland water,PC,Percentage,ES,Spain,2005,45.5,
14_40,INL_EXC,Percentage of bathing sites - excellent quality ii. inland water,PC,Percentage,ES,Spain,2006,40.9,
14_40,INL_EXC,Percentage of bathing sites - excellent quality ii. inland water,PC,Percentage,ES,Spain,2007,37.9,
14_40,INL_EXC,Percentage of bathing sites - excellent quality ii. inland water,PC,Percentage,ES,Spain,2008,36.6,
14_40,INL_EXC,Percentage of bathing sites - excellent quality ii. inland water,PC,Percentage,ES,Spain,2009,42.5,
14_40,INL_EXC,Percentage of bathing sites - excellent quality ii. inland water,PC,Percentage,ES,Spain,2010,31.8,
14_40,INL_EXC,Percentage of bathing sites - excellent quality ii. inland water,PC,Percentage,ES,Spain,2011,44.9,
14_40,INL_EXC,Percentage of bathing sites - excellent quality ii. inland water,PC,Percentage,ES,Spain,2012,46.1,
14_40,INL_EXC,Percentage of bathing sites - excellent quality ii. inland water,PC,Percentage,ES,Spain,2013,50.4,
14_40,INL_EXC,Percentage of bathing sites - excellent quality ii. inland water,PC,Percentage,ES,Spain,2014,49.6,
14_40,INL_EXC,Percentage of bathing sites - excellent quality ii. inland water,PC,Percentage,ES,Spain,2015,51.9,
14_40,INL_EXC,Percentage of bathing sites - excellent quality ii. inland water,PC,Percentage,ES,Spain,2016,50,
14_40,INL_EXC,Percentage of bathing sites - excellent quality ii. inland water,PC,Percentage,ES,Spain,2017,47.9,
14_40,INL_EXC,Percentage of bathing sites - excellent quality ii. inland water,PC,Percentage,ES,Spain,2018,48.3,
