eu_sdg,dimension,dimension_label,unit,unit_label,geo,geo_label,time,obs_value,obs_status
14_40,CST_EXC,Percentage of bathing sites - excellent quality i. coastal water,PC,Percentage,EE,Estonia,2003,,
14_40,CST_EXC,Percentage of bathing sites - excellent quality i. coastal water,PC,Percentage,EE,Estonia,2004,37.5,
14_40,CST_EXC,Percentage of bathing sites - excellent quality i. coastal water,PC,Percentage,EE,Estonia,2005,38.2,
14_40,CST_EXC,Percentage of bathing sites - excellent quality i. coastal water,PC,Percentage,EE,Estonia,2006,47.1,
14_40,CST_EXC,Percentage of bathing sites - excellent quality i. coastal water,PC,Percentage,EE,Estonia,2007,41.2,
14_40,CST_EXC,Percentage of bathing sites - excellent quality i. coastal water,PC,Percentage,EE,Estonia,2008,42.9,
14_40,CST_EXC,Percentage of bathing sites - excellent quality i. coastal water,PC,Percentage,EE,Estonia,2009,55.6,
14_40,CST_EXC,Percentage of bathing sites - excellent quality i. coastal water,PC,Percentage,EE,Estonia,2010,70.4,
14_40,CST_EXC,Percentage of bathing sites - excellent quality i. coastal water,PC,Percentage,EE,Estonia,2011,48.2,
14_40,CST_EXC,Percentage of bathing sites - excellent quality i. coastal water,PC,Percentage,EE,Estonia,2012,40.7,
14_40,CST_EXC,Percentage of bathing sites - excellent quality i. coastal water,PC,Percentage,EE,Estonia,2013,42.3,
14_40,CST_EXC,Percentage of bathing sites - excellent quality i. coastal water,PC,Percentage,EE,Estonia,2014,37,
14_40,CST_EXC,Percentage of bathing sites - excellent quality i. coastal water,PC,Percentage,EE,Estonia,2015,40.7,
14_40,CST_EXC,Percentage of bathing sites - excellent quality i. coastal water,PC,Percentage,EE,Estonia,2016,51.9,
14_40,CST_EXC,Percentage of bathing sites - excellent quality i. coastal water,PC,Percentage,EE,Estonia,2017,51.9,
14_40,CST_EXC,Percentage of bathing sites - excellent quality i. coastal water,PC,Percentage,EE,Estonia,2018,55.6,
14_40,CST_EXC,Percentage of bathing sites - excellent quality i. coastal water,PC,Percentage,EE,Estonia,2019,51.9,
14_40,CST_EXC,Percentage of bathing sites - excellent quality i. coastal water,PC,Percentage,EE,Estonia,2020,48.3,
14_40,CST_EXC,Percentage of bathing sites - excellent quality i. coastal water,PC,Percentage,EE,Estonia,2021,53.3,
14_40,CST_EXC,Percentage of bathing sites - excellent quality i. coastal water,PC,Percentage,EE,Estonia,2022,43.3,
14_40,CST_EXC,Percentage of bathing sites - excellent quality i. coastal water,PC,Percentage,EE,Estonia,2023,46.7,
14_40,CST_EXC,Percentage of bathing sites - excellent quality i. coastal water,PC,Percentage,IE,Ireland,2000,91.7,
14_40,CST_EXC,Percentage of bathing sites - excellent quality i. coastal water,PC,Percentage,IE,Ireland,2001,87.7,
14_40,CST_EXC,Percentage of bathing sites - excellent quality i. coastal water,PC,Percentage,IE,Ireland,2002,83.6,
14_40,CST_EXC,Percentage of bathing sites - excellent quality i. coastal water,PC,Percentage,IE,Ireland,2003,82.8,
14_40,CST_EXC,Percentage of bathing sites - excellent quality i. coastal water,PC,Percentage,IE,Ireland,2004,87.7,
14_40,CST_EXC,Percentage of bathing sites - excellent quality i. coastal water,PC,Percentage,IE,Ireland,2005,91.8,
14_40,CST_EXC,Percentage of bathing sites - excellent quality i. coastal water,PC,Percentage,IE,Ireland,2006,91,
14_40,CST_EXC,Percentage of bathing sites - excellent quality i. coastal water,PC,Percentage,IE,Ireland,2007,81.2,
14_40,CST_EXC,Percentage of bathing sites - excellent quality i. coastal water,PC,Percentage,IE,Ireland,2008,80.3,
14_40,CST_EXC,Percentage of bathing sites - excellent quality i. coastal water,PC,Percentage,IE,Ireland,2009,83.6,
14_40,CST_EXC,Percentage of bathing sites - excellent quality i. coastal water,PC,Percentage,IE,Ireland,2010,92.6,
14_40,CST_EXC,Percentage of bathing sites - excellent quality i. coastal water,PC,Percentage,IE,Ireland,2011,84.1,
14_40,CST_EXC,Percentage of bathing sites - excellent quality i. coastal water,PC,Percentage,IE,Ireland,2012,66.1,
14_40,CST_EXC,Percentage of bathing sites - excellent quality i. coastal water,PC,Percentage,IE,Ireland,2013,84.9,
14_40,CST_EXC,Percentage of bathing sites - excellent quality i. coastal water,PC,Percentage,IE,Ireland,2014,74.8,
14_40,CST_EXC,Percentage of bathing sites - excellent quality i. coastal water,PC,Percentage,IE,Ireland,2015,72.7,
14_40,CST_EXC,Percentage of bathing sites - excellent quality i. coastal water,PC,Percentage,IE,Ireland,2016,71.8,
14_40,CST_EXC,Percentage of bathing sites - excellent quality i. coastal water,PC,Percentage,IE,Ireland,2017,70.7,
14_40,CST_EXC,Percentage of bathing sites - excellent quality i. coastal water,PC,Percentage,IE,Ireland,2018,69.9,
14_40,CST_EXC,Percentage of bathing sites - excellent quality i. coastal water,PC,Percentage,IE,Ireland,2019,71.7,
14_40,CST_EXC,Percentage of bathing sites - excellent quality i. coastal water,PC,Percentage,IE,Ireland,2020,74.1,
14_40,CST_EXC,Percentage of bathing sites - excellent quality i. coastal water,PC,Percentage,IE,Ireland,2021,77,
14_40,CST_EXC,Percentage of bathing sites - excellent quality i. coastal water,PC,Percentage,IE,Ireland,2022,78.4,
14_40,CST_EXC,Percentage of bathing sites - excellent quality i. coastal water,PC,Percentage,IE,Ireland,2023,76.3,
14_40,CST_EXC,Percentage of bathing sites - excellent quality i. coastal water,PC,Percentage,EL,Greece,2000,95.1,
14_40,CST_EXC,Percentage of bathing sites - excellent quality i. coastal water,PC,Percentage,EL,Greece,2001,97.1,
14_40,CST_EXC,Percentage of bathing sites - excellent quality i. coastal water,PC,Percentage,EL,Greece,2002,97.5,
14_40,CST_EXC,Percentage of bathing sites - excellent quality i. coastal water,PC,Percentage,EL,Greece,2003,97,
14_40,CST_EXC,Percentage of bathing sites - excellent quality i. coastal water,PC,Percentage,EL,Greece,2004,97.6,
14_40,CST_EXC,Percentage of bathing sites - excellent quality i. coastal water,PC,Percentage,EL,Greece,2005,98,
14_40,CST_EXC,Percentage of bathing sites - excellent quality i. coastal water,PC,Percentage,EL,Greece,2006,96.9,
14_40,CST_EXC,Percentage of bathing sites - excellent quality i. coastal water,PC,Percentage,EL,Greece,2007,95.5,
14_40,CST_EXC,Percentage of bathing sites - excellent quality i. coastal water,PC,Percentage,EL,Greece,2008,97.7,
14_40,CST_EXC,Percentage of bathing sites - excellent quality i. coastal water,PC,Percentage,EL,Greece,2009,60.5,
14_40,CST_EXC,Percentage of bathing sites - excellent quality i. coastal water,PC,Percentage,EL,Greece,2010,94.2,
14_40,CST_EXC,Percentage of bathing sites - excellent quality i. coastal water,PC,Percentage,EL,Greece,2011,94.7,
14_40,CST_EXC,Percentage of bathing sites - excellent quality i. coastal water,PC,Percentage,EL,Greece,2012,93.4,
14_40,CST_EXC,Percentage of bathing sites - excellent quality i. coastal water,PC,Percentage,EL,Greece,2013,93.4,
14_40,CST_EXC,Percentage of bathing sites - excellent quality i. coastal water,PC,Percentage,EL,Greece,2014,97.1,
14_40,CST_EXC,Percentage of bathing sites - excellent quality i. coastal water,PC,Percentage,EL,Greece,2015,97.2,
14_40,CST_EXC,Percentage of bathing sites - excellent quality i. coastal water,PC,Percentage,EL,Greece,2016,97.1,
14_40,CST_EXC,Percentage of bathing sites - excellent quality i. coastal water,PC,Percentage,EL,Greece,2017,96,
14_40,CST_EXC,Percentage of bathing sites - excellent quality i. coastal water,PC,Percentage,EL,Greece,2018,97.1,
14_40,CST_EXC,Percentage of bathing sites - excellent quality i. coastal water,PC,Percentage,EL,Greece,2019,95.8,
14_40,CST_EXC,Percentage of bathing sites - excellent quality i. coastal water,PC,Percentage,EL,Greece,2020,97.1,
14_40,CST_EXC,Percentage of bathing sites - excellent quality i. coastal water,PC,Percentage,EL,Greece,2021,95.8,
14_40,CST_EXC,Percentage of bathing sites - excellent quality i. coastal water,PC,Percentage,EL,Greece,2022,96.6,
14_40,CST_EXC,Percentage of bathing sites - excellent quality i. coastal water,PC,Percentage,EL,Greece,2023,95.8,
14_40,CST_EXC,Percentage of bathing sites - excellent quality i. coastal water,PC,Percentage,ES,Spain,2000,89.5,
14_40,CST_EXC,Percentage of bathing sites - excellent quality i. coastal water,PC,Percentage,ES,Spain,2001,89.2,
14_40,CST_EXC,Percentage of bathing sites - excellent quality i. coastal water,PC,Percentage,ES,Spain,2002,89.1,
14_40,CST_EXC,Percentage of bathing sites - excellent quality i. coastal water,PC,Percentage,ES,Spain,2003,89,
14_40,CST_EXC,Percentage of bathing sites - excellent quality i. coastal water,PC,Percentage,ES,Spain,2004,89.7,
14_40,CST_EXC,Percentage of bathing sites - excellent quality i. coastal water,PC,Percentage,ES,Spain,2005,92.4,
14_40,CST_EXC,Percentage of bathing sites - excellent quality i. coastal water,PC,Percentage,ES,Spain,2006,92.8,
14_40,CST_EXC,Percentage of bathing sites - excellent quality i. coastal water,PC,Percentage,ES,Spain,2007,88.7,
14_40,CST_EXC,Percentage of bathing sites - excellent quality i. coastal water,PC,Percentage,ES,Spain,2008,83.4,
14_40,CST_EXC,Percentage of bathing sites - excellent quality i. coastal water,PC,Percentage,ES,Spain,2009,88.5,
14_40,CST_EXC,Percentage of bathing sites - excellent quality i. coastal water,PC,Percentage,ES,Spain,2010,82.6,
14_40,CST_EXC,Percentage of bathing sites - excellent quality i. coastal water,PC,Percentage,ES,Spain,2011,84.7,
14_40,CST_EXC,Percentage of bathing sites - excellent quality i. coastal water,PC,Percentage,ES,Spain,2012,86.8,
14_40,CST_EXC,Percentage of bathing sites - excellent quality i. coastal water,PC,Percentage,ES,Spain,2013,87.2,
14_40,CST_EXC,Percentage of bathing sites - excellent quality i. coastal water,PC,Percentage,ES,Spain,2014,85.6,
14_40,CST_EXC,Percentage of bathing sites - excellent quality i. coastal water,PC,Percentage,ES,Spain,2015,87.1,
14_40,CST_EXC,Percentage of bathing sites - excellent quality i. coastal water,PC,Percentage,ES,Spain,2016,88.9,
14_40,CST_EXC,Percentage of bathing sites - excellent quality i. coastal water,PC,Percentage,ES,Spain,2017,90.5,
14_40,CST_EXC,Percentage of bathing sites - excellent quality i. coastal water,PC,Percentage,ES,Spain,2018,92.2,
