DATAFLOW,LAST UPDATE,freq,indic_env,hazard,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:ENV_CHMHAZ(1.0),12/12/24 23:00:00,Annual,Consumption of chemicals,Hazardous and non-hazardous - total,Million tonnes,European Union - 27 countries (from 2020),2018,299.7,
ESTAT:ENV_CHMHAZ(1.0),12/12/24 23:00:00,Annual,Consumption of chemicals,Hazardous and non-hazardous - total,Million tonnes,European Union - 27 countries (from 2020),2019,300.5,
ESTAT:ENV_CHMHAZ(1.0),12/12/24 23:00:00,Annual,Consumption of chemicals,Hazardous and non-hazardous - total,Million tonnes,European Union - 27 countries (from 2020),2020,286.9,
ESTAT:ENV_CHMHAZ(1.0),12/12/24 23:00:00,Annual,Consumption of chemicals,Hazardous and non-hazardous - total,Million tonnes,European Union - 27 countries (from 2020),2021,296.5,
ESTAT:ENV_CHMHAZ(1.0),12/12/24 23:00:00,Annual,Consumption of chemicals,Hazardous and non-hazardous - total,Million tonnes,European Union - 27 countries (from 2020),2022,263.2,
ESTAT:ENV_CHMHAZ(1.0),12/12/24 23:00:00,Annual,Consumption of chemicals,Hazardous and non-hazardous - total,Million tonnes,European Union - 27 countries (from 2020),2023,226.6,
ESTAT:ENV_CHMHAZ(1.0),12/12/24 23:00:00,Annual,Consumption of chemicals,Hazardous to health,Million tonnes,European Union - 27 countries (from 2020),2004,243.4,
ESTAT:ENV_CHMHAZ(1.0),12/12/24 23:00:00,Annual,Consumption of chemicals,Hazardous to health,Million tonnes,European Union - 27 countries (from 2020),2005,251.1,
ESTAT:ENV_CHMHAZ(1.0),12/12/24 23:00:00,Annual,Consumption of chemicals,Hazardous to health,Million tonnes,European Union - 27 countries (from 2020),2006,245.7,
ESTAT:ENV_CHMHAZ(1.0),12/12/24 23:00:00,Annual,Consumption of chemicals,Hazardous to health,Million tonnes,European Union - 27 countries (from 2020),2007,253.4,
ESTAT:ENV_CHMHAZ(1.0),12/12/24 23:00:00,Annual,Consumption of chemicals,Hazardous to health,Million tonnes,European Union - 27 countries (from 2020),2008,241.4,
ESTAT:ENV_CHMHAZ(1.0),12/12/24 23:00:00,Annual,Consumption of chemicals,Hazardous to health,Million tonnes,European Union - 27 countries (from 2020),2009,205.5,
ESTAT:ENV_CHMHAZ(1.0),12/12/24 23:00:00,Annual,Consumption of chemicals,Hazardous to health,Million tonnes,European Union - 27 countries (from 2020),2010,234.7,
ESTAT:ENV_CHMHAZ(1.0),12/12/24 23:00:00,Annual,Consumption of chemicals,Hazardous to health,Million tonnes,European Union - 27 countries (from 2020),2011,224.7,
ESTAT:ENV_CHMHAZ(1.0),12/12/24 23:00:00,Annual,Consumption of chemicals,Hazardous to health,Million tonnes,European Union - 27 countries (from 2020),2012,219.1,
ESTAT:ENV_CHMHAZ(1.0),12/12/24 23:00:00,Annual,Consumption of chemicals,Hazardous to health,Million tonnes,European Union - 27 countries (from 2020),2013,218.2,
ESTAT:ENV_CHMHAZ(1.0),12/12/24 23:00:00,Annual,Consumption of chemicals,Hazardous to health,Million tonnes,European Union - 27 countries (from 2020),2014,222.3,
ESTAT:ENV_CHMHAZ(1.0),12/12/24 23:00:00,Annual,Consumption of chemicals,Hazardous to health,Million tonnes,European Union - 27 countries (from 2020),2015,218.2,
ESTAT:ENV_CHMHAZ(1.0),12/12/24 23:00:00,Annual,Consumption of chemicals,Hazardous to health,Million tonnes,European Union - 27 countries (from 2020),2016,214.7,
ESTAT:ENV_CHMHAZ(1.0),12/12/24 23:00:00,Annual,Consumption of chemicals,Hazardous to health,Million tonnes,European Union - 27 countries (from 2020),2017,219.3,
ESTAT:ENV_CHMHAZ(1.0),12/12/24 23:00:00,Annual,Consumption of chemicals,Hazardous to health,Million tonnes,European Union - 27 countries (from 2020),2018,220.1,
ESTAT:ENV_CHMHAZ(1.0),12/12/24 23:00:00,Annual,Consumption of chemicals,Hazardous to health,Million tonnes,European Union - 27 countries (from 2020),2019,223.3,
ESTAT:ENV_CHMHAZ(1.0),12/12/24 23:00:00,Annual,Consumption of chemicals,Hazardous to health,Million tonnes,European Union - 27 countries (from 2020),2020,215.8,
ESTAT:ENV_CHMHAZ(1.0),12/12/24 23:00:00,Annual,Consumption of chemicals,Hazardous to health,Million tonnes,European Union - 27 countries (from 2020),2021,222.6,
ESTAT:ENV_CHMHAZ(1.0),12/12/24 23:00:00,Annual,Consumption of chemicals,Hazardous to health,Million tonnes,European Union - 27 countries (from 2020),2022,194,
ESTAT:ENV_CHMHAZ(1.0),12/12/24 23:00:00,Annual,Consumption of chemicals,Hazardous to health,Million tonnes,European Union - 27 countries (from 2020),2023,166.8,
ESTAT:ENV_CHMHAZ(1.0),12/12/24 23:00:00,Annual,Consumption of chemicals,Chronic toxic health hazard,Million tonnes,European Union - 27 countries (from 2020),2004,25.1,
ESTAT:ENV_CHMHAZ(1.0),12/12/24 23:00:00,Annual,Consumption of chemicals,Chronic toxic health hazard,Million tonnes,European Union - 27 countries (from 2020),2005,24.6,
ESTAT:ENV_CHMHAZ(1.0),12/12/24 23:00:00,Annual,Consumption of chemicals,Chronic toxic health hazard,Million tonnes,European Union - 27 countries (from 2020),2006,25.5,
ESTAT:ENV_CHMHAZ(1.0),12/12/24 23:00:00,Annual,Consumption of chemicals,Chronic toxic health hazard,Million tonnes,European Union - 27 countries (from 2020),2007,26.2,
ESTAT:ENV_CHMHAZ(1.0),12/12/24 23:00:00,Annual,Consumption of chemicals,Chronic toxic health hazard,Million tonnes,European Union - 27 countries (from 2020),2008,28.2,
ESTAT:ENV_CHMHAZ(1.0),12/12/24 23:00:00,Annual,Consumption of chemicals,Chronic toxic health hazard,Million tonnes,European Union - 27 countries (from 2020),2009,22.5,
ESTAT:ENV_CHMHAZ(1.0),12/12/24 23:00:00,Annual,Consumption of chemicals,Chronic toxic health hazard,Million tonnes,European Union - 27 countries (from 2020),2010,24.3,
ESTAT:ENV_CHMHAZ(1.0),12/12/24 23:00:00,Annual,Consumption of chemicals,Chronic toxic health hazard,Million tonnes,European Union - 27 countries (from 2020),2011,23,
ESTAT:ENV_CHMHAZ(1.0),12/12/24 23:00:00,Annual,Consumption of chemicals,Chronic toxic health hazard,Million tonnes,European Union - 27 countries (from 2020),2012,23.6,
ESTAT:ENV_CHMHAZ(1.0),12/12/24 23:00:00,Annual,Consumption of chemicals,Chronic toxic health hazard,Million tonnes,European Union - 27 countries (from 2020),2013,23.9,
ESTAT:ENV_CHMHAZ(1.0),12/12/24 23:00:00,Annual,Consumption of chemicals,Chronic toxic health hazard,Million tonnes,European Union - 27 countries (from 2020),2014,24.8,
ESTAT:ENV_CHMHAZ(1.0),12/12/24 23:00:00,Annual,Consumption of chemicals,Chronic toxic health hazard,Million tonnes,European Union - 27 countries (from 2020),2015,22,
ESTAT:ENV_CHMHAZ(1.0),12/12/24 23:00:00,Annual,Consumption of chemicals,Chronic toxic health hazard,Million tonnes,European Union - 27 countries (from 2020),2016,18.7,
ESTAT:ENV_CHMHAZ(1.0),12/12/24 23:00:00,Annual,Consumption of chemicals,Chronic toxic health hazard,Million tonnes,European Union - 27 countries (from 2020),2017,20.4,
ESTAT:ENV_CHMHAZ(1.0),12/12/24 23:00:00,Annual,Consumption of chemicals,Chronic toxic health hazard,Million tonnes,European Union - 27 countries (from 2020),2018,22.4,
ESTAT:ENV_CHMHAZ(1.0),12/12/24 23:00:00,Annual,Consumption of chemicals,Chronic toxic health hazard,Million tonnes,European Union - 27 countries (from 2020),2019,23.7,
ESTAT:ENV_CHMHAZ(1.0),12/12/24 23:00:00,Annual,Consumption of chemicals,Chronic toxic health hazard,Million tonnes,European Union - 27 countries (from 2020),2020,22,
ESTAT:ENV_CHMHAZ(1.0),12/12/24 23:00:00,Annual,Consumption of chemicals,Chronic toxic health hazard,Million tonnes,European Union - 27 countries (from 2020),2021,25.7,
ESTAT:ENV_CHMHAZ(1.0),12/12/24 23:00:00,Annual,Consumption of chemicals,Chronic toxic health hazard,Million tonnes,European Union - 27 countries (from 2020),2022,24.7,
ESTAT:ENV_CHMHAZ(1.0),12/12/24 23:00:00,Annual,Consumption of chemicals,Chronic toxic health hazard,Million tonnes,European Union - 27 countries (from 2020),2023,20,
ESTAT:ENV_CHMHAZ(1.0),12/12/24 23:00:00,Annual,Consumption of chemicals,"Carcinogenic, mutagenic and reprotoxic (CMR) health hazard",Million tonnes,European Union - 27 countries (from 2020),2004,45.1,
ESTAT:ENV_CHMHAZ(1.0),12/12/24 23:00:00,Annual,Consumption of chemicals,"Carcinogenic, mutagenic and reprotoxic (CMR) health hazard",Million tonnes,European Union - 27 countries (from 2020),2005,45.6,
ESTAT:ENV_CHMHAZ(1.0),12/12/24 23:00:00,Annual,Consumption of chemicals,"Carcinogenic, mutagenic and reprotoxic (CMR) health hazard",Million tonnes,European Union - 27 countries (from 2020),2006,44.4,
ESTAT:ENV_CHMHAZ(1.0),12/12/24 23:00:00,Annual,Consumption of chemicals,"Carcinogenic, mutagenic and reprotoxic (CMR) health hazard",Million tonnes,European Union - 27 countries (from 2020),2007,46.4,
ESTAT:ENV_CHMHAZ(1.0),12/12/24 23:00:00,Annual,Consumption of chemicals,"Carcinogenic, mutagenic and reprotoxic (CMR) health hazard",Million tonnes,European Union - 27 countries (from 2020),2008,40,
ESTAT:ENV_CHMHAZ(1.0),12/12/24 23:00:00,Annual,Consumption of chemicals,"Carcinogenic, mutagenic and reprotoxic (CMR) health hazard",Million tonnes,European Union - 27 countries (from 2020),2009,38.6,
ESTAT:ENV_CHMHAZ(1.0),12/12/24 23:00:00,Annual,Consumption of chemicals,"Carcinogenic, mutagenic and reprotoxic (CMR) health hazard",Million tonnes,European Union - 27 countries (from 2020),2010,44,
ESTAT:ENV_CHMHAZ(1.0),12/12/24 23:00:00,Annual,Consumption of chemicals,"Carcinogenic, mutagenic and reprotoxic (CMR) health hazard",Million tonnes,European Union - 27 countries (from 2020),2011,44.7,
ESTAT:ENV_CHMHAZ(1.0),12/12/24 23:00:00,Annual,Consumption of chemicals,"Carcinogenic, mutagenic and reprotoxic (CMR) health hazard",Million tonnes,European Union - 27 countries (from 2020),2012,39.5,
ESTAT:ENV_CHMHAZ(1.0),12/12/24 23:00:00,Annual,Consumption of chemicals,"Carcinogenic, mutagenic and reprotoxic (CMR) health hazard",Million tonnes,European Union - 27 countries (from 2020),2013,39.7,
ESTAT:ENV_CHMHAZ(1.0),12/12/24 23:00:00,Annual,Consumption of chemicals,"Carcinogenic, mutagenic and reprotoxic (CMR) health hazard",Million tonnes,European Union - 27 countries (from 2020),2014,38.8,
ESTAT:ENV_CHMHAZ(1.0),12/12/24 23:00:00,Annual,Consumption of chemicals,"Carcinogenic, mutagenic and reprotoxic (CMR) health hazard",Million tonnes,European Union - 27 countries (from 2020),2015,38.1,
ESTAT:ENV_CHMHAZ(1.0),12/12/24 23:00:00,Annual,Consumption of chemicals,"Carcinogenic, mutagenic and reprotoxic (CMR) health hazard",Million tonnes,European Union - 27 countries (from 2020),2016,36.8,
ESTAT:ENV_CHMHAZ(1.0),12/12/24 23:00:00,Annual,Consumption of chemicals,"Carcinogenic, mutagenic and reprotoxic (CMR) health hazard",Million tonnes,European Union - 27 countries (from 2020),2017,32.7,
ESTAT:ENV_CHMHAZ(1.0),12/12/24 23:00:00,Annual,Consumption of chemicals,"Carcinogenic, mutagenic and reprotoxic (CMR) health hazard",Million tonnes,European Union - 27 countries (from 2020),2018,32.3,
ESTAT:ENV_CHMHAZ(1.0),12/12/24 23:00:00,Annual,Consumption of chemicals,"Carcinogenic, mutagenic and reprotoxic (CMR) health hazard",Million tonnes,European Union - 27 countries (from 2020),2019,35.3,
ESTAT:ENV_CHMHAZ(1.0),12/12/24 23:00:00,Annual,Consumption of chemicals,"Carcinogenic, mutagenic and reprotoxic (CMR) health hazard",Million tonnes,European Union - 27 countries (from 2020),2020,36,
ESTAT:ENV_CHMHAZ(1.0),12/12/24 23:00:00,Annual,Consumption of chemicals,"Carcinogenic, mutagenic and reprotoxic (CMR) health hazard",Million tonnes,European Union - 27 countries (from 2020),2021,41.2,
ESTAT:ENV_CHMHAZ(1.0),12/12/24 23:00:00,Annual,Consumption of chemicals,"Carcinogenic, mutagenic and reprotoxic (CMR) health hazard",Million tonnes,European Union - 27 countries (from 2020),2022,26.6,
ESTAT:ENV_CHMHAZ(1.0),12/12/24 23:00:00,Annual,Consumption of chemicals,"Carcinogenic, mutagenic and reprotoxic (CMR) health hazard",Million tonnes,European Union - 27 countries (from 2020),2023,23.3,
ESTAT:ENV_CHMHAZ(1.0),12/12/24 23:00:00,Annual,Consumption of chemicals,Harmful health hazard,Million tonnes,European Union - 27 countries (from 2020),2004,67.2,
ESTAT:ENV_CHMHAZ(1.0),12/12/24 23:00:00,Annual,Consumption of chemicals,Harmful health hazard,Million tonnes,European Union - 27 countries (from 2020),2005,66.1,
ESTAT:ENV_CHMHAZ(1.0),12/12/24 23:00:00,Annual,Consumption of chemicals,Harmful health hazard,Million tonnes,European Union - 27 countries (from 2020),2006,64.6,
ESTAT:ENV_CHMHAZ(1.0),12/12/24 23:00:00,Annual,Consumption of chemicals,Harmful health hazard,Million tonnes,European Union - 27 countries (from 2020),2007,66.4,
ESTAT:ENV_CHMHAZ(1.0),12/12/24 23:00:00,Annual,Consumption of chemicals,Harmful health hazard,Million tonnes,European Union - 27 countries (from 2020),2008,61.1,
ESTAT:ENV_CHMHAZ(1.0),12/12/24 23:00:00,Annual,Consumption of chemicals,Harmful health hazard,Million tonnes,European Union - 27 countries (from 2020),2009,53.3,
ESTAT:ENV_CHMHAZ(1.0),12/12/24 23:00:00,Annual,Consumption of chemicals,Harmful health hazard,Million tonnes,European Union - 27 countries (from 2020),2010,62.2,
ESTAT:ENV_CHMHAZ(1.0),12/12/24 23:00:00,Annual,Consumption of chemicals,Harmful health hazard,Million tonnes,European Union - 27 countries (from 2020),2011,60.4,
ESTAT:ENV_CHMHAZ(1.0),12/12/24 23:00:00,Annual,Consumption of chemicals,Harmful health hazard,Million tonnes,European Union - 27 countries (from 2020),2012,60.4,
ESTAT:ENV_CHMHAZ(1.0),12/12/24 23:00:00,Annual,Consumption of chemicals,Harmful health hazard,Million tonnes,European Union - 27 countries (from 2020),2013,58.5,
ESTAT:ENV_CHMHAZ(1.0),12/12/24 23:00:00,Annual,Consumption of chemicals,Harmful health hazard,Million tonnes,European Union - 27 countries (from 2020),2014,60.2,
ESTAT:ENV_CHMHAZ(1.0),12/12/24 23:00:00,Annual,Consumption of chemicals,Harmful health hazard,Million tonnes,European Union - 27 countries (from 2020),2015,59.6,
ESTAT:ENV_CHMHAZ(1.0),12/12/24 23:00:00,Annual,Consumption of chemicals,Harmful health hazard,Million tonnes,European Union - 27 countries (from 2020),2016,59.1,
ESTAT:ENV_CHMHAZ(1.0),12/12/24 23:00:00,Annual,Consumption of chemicals,Harmful health hazard,Million tonnes,European Union - 27 countries (from 2020),2017,59.1,
ESTAT:ENV_CHMHAZ(1.0),12/12/24 23:00:00,Annual,Consumption of chemicals,Harmful health hazard,Million tonnes,European Union - 27 countries (from 2020),2018,59.4,
ESTAT:ENV_CHMHAZ(1.0),12/12/24 23:00:00,Annual,Consumption of chemicals,Harmful health hazard,Million tonnes,European Union - 27 countries (from 2020),2019,57.2,
ESTAT:ENV_CHMHAZ(1.0),12/12/24 23:00:00,Annual,Consumption of chemicals,Harmful health hazard,Million tonnes,European Union - 27 countries (from 2020),2020,53.9,
ESTAT:ENV_CHMHAZ(1.0),12/12/24 23:00:00,Annual,Consumption of chemicals,Harmful health hazard,Million tonnes,European Union - 27 countries (from 2020),2021,52.8,
ESTAT:ENV_CHMHAZ(1.0),12/12/24 23:00:00,Annual,Consumption of chemicals,Harmful health hazard,Million tonnes,European Union - 27 countries (from 2020),2022,50,
ESTAT:ENV_CHMHAZ(1.0),12/12/24 23:00:00,Annual,Consumption of chemicals,Harmful health hazard,Million tonnes,European Union - 27 countries (from 2020),2023,43.9,
ESTAT:ENV_CHMHAZ(1.0),12/12/24 23:00:00,Annual,Consumption of chemicals,Toxic health hazard,Million tonnes,European Union - 27 countries (from 2020),2004,47.4,
ESTAT:ENV_CHMHAZ(1.0),12/12/24 23:00:00,Annual,Consumption of chemicals,Toxic health hazard,Million tonnes,European Union - 27 countries (from 2020),2005,48.9,
ESTAT:ENV_CHMHAZ(1.0),12/12/24 23:00:00,Annual,Consumption of chemicals,Toxic health hazard,Million tonnes,European Union - 27 countries (from 2020),2006,47.6,
ESTAT:ENV_CHMHAZ(1.0),12/12/24 23:00:00,Annual,Consumption of chemicals,Toxic health hazard,Million tonnes,European Union - 27 countries (from 2020),2007,47.3,
ESTAT:ENV_CHMHAZ(1.0),12/12/24 23:00:00,Annual,Consumption of chemicals,Toxic health hazard,Million tonnes,European Union - 27 countries (from 2020),2008,43.6,
ESTAT:ENV_CHMHAZ(1.0),12/12/24 23:00:00,Annual,Consumption of chemicals,Toxic health hazard,Million tonnes,European Union - 27 countries (from 2020),2009,38.5,
ESTAT:ENV_CHMHAZ(1.0),12/12/24 23:00:00,Annual,Consumption of chemicals,Toxic health hazard,Million tonnes,European Union - 27 countries (from 2020),2010,43.1,
ESTAT:ENV_CHMHAZ(1.0),12/12/24 23:00:00,Annual,Consumption of chemicals,Toxic health hazard,Million tonnes,European Union - 27 countries (from 2020),2011,42.4,
ESTAT:ENV_CHMHAZ(1.0),12/12/24 23:00:00,Annual,Consumption of chemicals,Toxic health hazard,Million tonnes,European Union - 27 countries (from 2020),2012,42.7,
ESTAT:ENV_CHMHAZ(1.0),12/12/24 23:00:00,Annual,Consumption of chemicals,Toxic health hazard,Million tonnes,European Union - 27 countries (from 2020),2013,41.9,
ESTAT:ENV_CHMHAZ(1.0),12/12/24 23:00:00,Annual,Consumption of chemicals,Toxic health hazard,Million tonnes,European Union - 27 countries (from 2020),2014,42,
ESTAT:ENV_CHMHAZ(1.0),12/12/24 23:00:00,Annual,Consumption of chemicals,Toxic health hazard,Million tonnes,European Union - 27 countries (from 2020),2015,42.3,
ESTAT:ENV_CHMHAZ(1.0),12/12/24 23:00:00,Annual,Consumption of chemicals,Toxic health hazard,Million tonnes,European Union - 27 countries (from 2020),2016,43,
ESTAT:ENV_CHMHAZ(1.0),12/12/24 23:00:00,Annual,Consumption of chemicals,Toxic health hazard,Million tonnes,European Union - 27 countries (from 2020),2017,45.6,
ESTAT:ENV_CHMHAZ(1.0),12/12/24 23:00:00,Annual,Consumption of chemicals,Toxic health hazard,Million tonnes,European Union - 27 countries (from 2020),2018,44.3,
ESTAT:ENV_CHMHAZ(1.0),12/12/24 23:00:00,Annual,Consumption of chemicals,Toxic health hazard,Million tonnes,European Union - 27 countries (from 2020),2019,43.9,
ESTAT:ENV_CHMHAZ(1.0),12/12/24 23:00:00,Annual,Consumption of chemicals,Toxic health hazard,Million tonnes,European Union - 27 countries (from 2020),2020,42.1,
ESTAT:ENV_CHMHAZ(1.0),12/12/24 23:00:00,Annual,Consumption of chemicals,Toxic health hazard,Million tonnes,European Union - 27 countries (from 2020),2021,42.9,
ESTAT:ENV_CHMHAZ(1.0),12/12/24 23:00:00,Annual,Consumption of chemicals,Toxic health hazard,Million tonnes,European Union - 27 countries (from 2020),2022,38.4,
ESTAT:ENV_CHMHAZ(1.0),12/12/24 23:00:00,Annual,Consumption of chemicals,Toxic health hazard,Million tonnes,European Union - 27 countries (from 2020),2023,33,
ESTAT:ENV_CHMHAZ(1.0),12/12/24 23:00:00,Annual,Consumption of chemicals,Very toxic health hazard,Million tonnes,European Union - 27 countries (from 2020),2004,58.6,
ESTAT:ENV_CHMHAZ(1.0),12/12/24 23:00:00,Annual,Consumption of chemicals,Very toxic health hazard,Million tonnes,European Union - 27 countries (from 2020),2005,65.9,
ESTAT:ENV_CHMHAZ(1.0),12/12/24 23:00:00,Annual,Consumption of chemicals,Very toxic health hazard,Million tonnes,European Union - 27 countries (from 2020),2006,63.7,
ESTAT:ENV_CHMHAZ(1.0),12/12/24 23:00:00,Annual,Consumption of chemicals,Very toxic health hazard,Million tonnes,European Union - 27 countries (from 2020),2007,67.1,
ESTAT:ENV_CHMHAZ(1.0),12/12/24 23:00:00,Annual,Consumption of chemicals,Very toxic health hazard,Million tonnes,European Union - 27 countries (from 2020),2008,68.4,
ESTAT:ENV_CHMHAZ(1.0),12/12/24 23:00:00,Annual,Consumption of chemicals,Very toxic health hazard,Million tonnes,European Union - 27 countries (from 2020),2009,52.7,
ESTAT:ENV_CHMHAZ(1.0),12/12/24 23:00:00,Annual,Consumption of chemicals,Very toxic health hazard,Million tonnes,European Union - 27 countries (from 2020),2010,61.1,
ESTAT:ENV_CHMHAZ(1.0),12/12/24 23:00:00,Annual,Consumption of chemicals,Very toxic health hazard,Million tonnes,European Union - 27 countries (from 2020),2011,54.1,
ESTAT:ENV_CHMHAZ(1.0),12/12/24 23:00:00,Annual,Consumption of chemicals,Very toxic health hazard,Million tonnes,European Union - 27 countries (from 2020),2012,52.9,
ESTAT:ENV_CHMHAZ(1.0),12/12/24 23:00:00,Annual,Consumption of chemicals,Very toxic health hazard,Million tonnes,European Union - 27 countries (from 2020),2013,54.2,
ESTAT:ENV_CHMHAZ(1.0),12/12/24 23:00:00,Annual,Consumption of chemicals,Very toxic health hazard,Million tonnes,European Union - 27 countries (from 2020),2014,56.4,
ESTAT:ENV_CHMHAZ(1.0),12/12/24 23:00:00,Annual,Consumption of chemicals,Very toxic health hazard,Million tonnes,European Union - 27 countries (from 2020),2015,56.1,
ESTAT:ENV_CHMHAZ(1.0),12/12/24 23:00:00,Annual,Consumption of chemicals,Very toxic health hazard,Million tonnes,European Union - 27 countries (from 2020),2016,56.9,
ESTAT:ENV_CHMHAZ(1.0),12/12/24 23:00:00,Annual,Consumption of chemicals,Very toxic health hazard,Million tonnes,European Union - 27 countries (from 2020),2017,61.5,
ESTAT:ENV_CHMHAZ(1.0),12/12/24 23:00:00,Annual,Consumption of chemicals,Very toxic health hazard,Million tonnes,European Union - 27 countries (from 2020),2018,61.7,
ESTAT:ENV_CHMHAZ(1.0),12/12/24 23:00:00,Annual,Consumption of chemicals,Very toxic health hazard,Million tonnes,European Union - 27 countries (from 2020),2019,63.3,
ESTAT:ENV_CHMHAZ(1.0),12/12/24 23:00:00,Annual,Consumption of chemicals,Very toxic health hazard,Million tonnes,European Union - 27 countries (from 2020),2020,61.7,
ESTAT:ENV_CHMHAZ(1.0),12/12/24 23:00:00,Annual,Consumption of chemicals,Very toxic health hazard,Million tonnes,European Union - 27 countries (from 2020),2021,60,
ESTAT:ENV_CHMHAZ(1.0),12/12/24 23:00:00,Annual,Consumption of chemicals,Very toxic health hazard,Million tonnes,European Union - 27 countries (from 2020),2022,54.3,
ESTAT:ENV_CHMHAZ(1.0),12/12/24 23:00:00,Annual,Consumption of chemicals,Very toxic health hazard,Million tonnes,European Union - 27 countries (from 2020),2023,46.6,
