DATAFLOW,LAST UPDATE,freq,indic_env,hazard,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:ENV_CHMHAZ(1.0),12/12/24 23:00:00,Annual,Production of chemicals,Hazardous to the environment,Million tonnes,European Union - 27 countries (from 2020),2016,77.9,
ESTAT:ENV_CHMHAZ(1.0),12/12/24 23:00:00,Annual,Production of chemicals,Hazardous to the environment,Million tonnes,European Union - 27 countries (from 2020),2017,84.8,
ESTAT:ENV_CHMHAZ(1.0),12/12/24 23:00:00,Annual,Production of chemicals,Hazardous to the environment,Million tonnes,European Union - 27 countries (from 2020),2018,82.1,
ESTAT:ENV_CHMHAZ(1.0),12/12/24 23:00:00,Annual,Production of chemicals,Hazardous to the environment,Million tonnes,European Union - 27 countries (from 2020),2019,83.3,
ESTAT:ENV_CHMHAZ(1.0),12/12/24 23:00:00,Annual,Production of chemicals,Hazardous to the environment,Million tonnes,European Union - 27 countries (from 2020),2020,80.7,
ESTAT:ENV_CHMHAZ(1.0),12/12/24 23:00:00,Annual,Production of chemicals,Hazardous to the environment,Million tonnes,European Union - 27 countries (from 2020),2021,84,
ESTAT:ENV_CHMHAZ(1.0),12/12/24 23:00:00,Annual,Production of chemicals,Hazardous to the environment,Million tonnes,European Union - 27 countries (from 2020),2022,70.9,
ESTAT:ENV_CHMHAZ(1.0),12/12/24 23:00:00,Annual,Production of chemicals,Hazardous to the environment,Million tonnes,European Union - 27 countries (from 2020),2023,68,
ESTAT:ENV_CHMHAZ(1.0),12/12/24 23:00:00,Annual,Production of chemicals,Chronic environmental hazard,Million tonnes,European Union - 27 countries (from 2020),2004,0,
ESTAT:ENV_CHMHAZ(1.0),12/12/24 23:00:00,Annual,Production of chemicals,Chronic environmental hazard,Million tonnes,European Union - 27 countries (from 2020),2005,0,
ESTAT:ENV_CHMHAZ(1.0),12/12/24 23:00:00,Annual,Production of chemicals,Chronic environmental hazard,Million tonnes,European Union - 27 countries (from 2020),2006,0,
ESTAT:ENV_CHMHAZ(1.0),12/12/24 23:00:00,Annual,Production of chemicals,Chronic environmental hazard,Million tonnes,European Union - 27 countries (from 2020),2007,0,
ESTAT:ENV_CHMHAZ(1.0),12/12/24 23:00:00,Annual,Production of chemicals,Chronic environmental hazard,Million tonnes,European Union - 27 countries (from 2020),2008,0,
ESTAT:ENV_CHMHAZ(1.0),12/12/24 23:00:00,Annual,Production of chemicals,Chronic environmental hazard,Million tonnes,European Union - 27 countries (from 2020),2009,0,
ESTAT:ENV_CHMHAZ(1.0),12/12/24 23:00:00,Annual,Production of chemicals,Chronic environmental hazard,Million tonnes,European Union - 27 countries (from 2020),2010,0,
ESTAT:ENV_CHMHAZ(1.0),12/12/24 23:00:00,Annual,Production of chemicals,Chronic environmental hazard,Million tonnes,European Union - 27 countries (from 2020),2011,0,
ESTAT:ENV_CHMHAZ(1.0),12/12/24 23:00:00,Annual,Production of chemicals,Chronic environmental hazard,Million tonnes,European Union - 27 countries (from 2020),2012,0,
ESTAT:ENV_CHMHAZ(1.0),12/12/24 23:00:00,Annual,Production of chemicals,Chronic environmental hazard,Million tonnes,European Union - 27 countries (from 2020),2013,0,
ESTAT:ENV_CHMHAZ(1.0),12/12/24 23:00:00,Annual,Production of chemicals,Chronic environmental hazard,Million tonnes,European Union - 27 countries (from 2020),2014,0,
ESTAT:ENV_CHMHAZ(1.0),12/12/24 23:00:00,Annual,Production of chemicals,Chronic environmental hazard,Million tonnes,European Union - 27 countries (from 2020),2015,0,
ESTAT:ENV_CHMHAZ(1.0),12/12/24 23:00:00,Annual,Production of chemicals,Chronic environmental hazard,Million tonnes,European Union - 27 countries (from 2020),2016,0,
ESTAT:ENV_CHMHAZ(1.0),12/12/24 23:00:00,Annual,Production of chemicals,Chronic environmental hazard,Million tonnes,European Union - 27 countries (from 2020),2017,0,
ESTAT:ENV_CHMHAZ(1.0),12/12/24 23:00:00,Annual,Production of chemicals,Chronic environmental hazard,Million tonnes,European Union - 27 countries (from 2020),2018,0,
ESTAT:ENV_CHMHAZ(1.0),12/12/24 23:00:00,Annual,Production of chemicals,Chronic environmental hazard,Million tonnes,European Union - 27 countries (from 2020),2019,0,
ESTAT:ENV_CHMHAZ(1.0),12/12/24 23:00:00,Annual,Production of chemicals,Chronic environmental hazard,Million tonnes,European Union - 27 countries (from 2020),2020,0,
ESTAT:ENV_CHMHAZ(1.0),12/12/24 23:00:00,Annual,Production of chemicals,Chronic environmental hazard,Million tonnes,European Union - 27 countries (from 2020),2021,0,
ESTAT:ENV_CHMHAZ(1.0),12/12/24 23:00:00,Annual,Production of chemicals,Chronic environmental hazard,Million tonnes,European Union - 27 countries (from 2020),2022,0,
ESTAT:ENV_CHMHAZ(1.0),12/12/24 23:00:00,Annual,Production of chemicals,Chronic environmental hazard,Million tonnes,European Union - 27 countries (from 2020),2023,0,
ESTAT:ENV_CHMHAZ(1.0),12/12/24 23:00:00,Annual,Production of chemicals,Moderate chronic environmental hazard,Million tonnes,European Union - 27 countries (from 2020),2004,30.6,
ESTAT:ENV_CHMHAZ(1.0),12/12/24 23:00:00,Annual,Production of chemicals,Moderate chronic environmental hazard,Million tonnes,European Union - 27 countries (from 2020),2005,29.2,
ESTAT:ENV_CHMHAZ(1.0),12/12/24 23:00:00,Annual,Production of chemicals,Moderate chronic environmental hazard,Million tonnes,European Union - 27 countries (from 2020),2006,29.3,
ESTAT:ENV_CHMHAZ(1.0),12/12/24 23:00:00,Annual,Production of chemicals,Moderate chronic environmental hazard,Million tonnes,European Union - 27 countries (from 2020),2007,30.1,
ESTAT:ENV_CHMHAZ(1.0),12/12/24 23:00:00,Annual,Production of chemicals,Moderate chronic environmental hazard,Million tonnes,European Union - 27 countries (from 2020),2008,27,
ESTAT:ENV_CHMHAZ(1.0),12/12/24 23:00:00,Annual,Production of chemicals,Moderate chronic environmental hazard,Million tonnes,European Union - 27 countries (from 2020),2009,25.5,
ESTAT:ENV_CHMHAZ(1.0),12/12/24 23:00:00,Annual,Production of chemicals,Moderate chronic environmental hazard,Million tonnes,European Union - 27 countries (from 2020),2010,27.1,
ESTAT:ENV_CHMHAZ(1.0),12/12/24 23:00:00,Annual,Production of chemicals,Moderate chronic environmental hazard,Million tonnes,European Union - 27 countries (from 2020),2011,27.4,
ESTAT:ENV_CHMHAZ(1.0),12/12/24 23:00:00,Annual,Production of chemicals,Moderate chronic environmental hazard,Million tonnes,European Union - 27 countries (from 2020),2012,26.7,
ESTAT:ENV_CHMHAZ(1.0),12/12/24 23:00:00,Annual,Production of chemicals,Moderate chronic environmental hazard,Million tonnes,European Union - 27 countries (from 2020),2013,27.3,
ESTAT:ENV_CHMHAZ(1.0),12/12/24 23:00:00,Annual,Production of chemicals,Moderate chronic environmental hazard,Million tonnes,European Union - 27 countries (from 2020),2014,25.3,
ESTAT:ENV_CHMHAZ(1.0),12/12/24 23:00:00,Annual,Production of chemicals,Moderate chronic environmental hazard,Million tonnes,European Union - 27 countries (from 2020),2015,24.3,
ESTAT:ENV_CHMHAZ(1.0),12/12/24 23:00:00,Annual,Production of chemicals,Moderate chronic environmental hazard,Million tonnes,European Union - 27 countries (from 2020),2016,24.2,
ESTAT:ENV_CHMHAZ(1.0),12/12/24 23:00:00,Annual,Production of chemicals,Moderate chronic environmental hazard,Million tonnes,European Union - 27 countries (from 2020),2017,28,
ESTAT:ENV_CHMHAZ(1.0),12/12/24 23:00:00,Annual,Production of chemicals,Moderate chronic environmental hazard,Million tonnes,European Union - 27 countries (from 2020),2018,25.6,
ESTAT:ENV_CHMHAZ(1.0),12/12/24 23:00:00,Annual,Production of chemicals,Moderate chronic environmental hazard,Million tonnes,European Union - 27 countries (from 2020),2019,25,
ESTAT:ENV_CHMHAZ(1.0),12/12/24 23:00:00,Annual,Production of chemicals,Moderate chronic environmental hazard,Million tonnes,European Union - 27 countries (from 2020),2020,24.3,
ESTAT:ENV_CHMHAZ(1.0),12/12/24 23:00:00,Annual,Production of chemicals,Moderate chronic environmental hazard,Million tonnes,European Union - 27 countries (from 2020),2021,26.5,
ESTAT:ENV_CHMHAZ(1.0),12/12/24 23:00:00,Annual,Production of chemicals,Moderate chronic environmental hazard,Million tonnes,European Union - 27 countries (from 2020),2022,22.1,
ESTAT:ENV_CHMHAZ(1.0),12/12/24 23:00:00,Annual,Production of chemicals,Moderate chronic environmental hazard,Million tonnes,European Union - 27 countries (from 2020),2023,17.6,
ESTAT:ENV_CHMHAZ(1.0),12/12/24 23:00:00,Annual,Production of chemicals,Severe chronic environmental hazard,Million tonnes,European Union - 27 countries (from 2020),2004,16,
ESTAT:ENV_CHMHAZ(1.0),12/12/24 23:00:00,Annual,Production of chemicals,Severe chronic environmental hazard,Million tonnes,European Union - 27 countries (from 2020),2005,16.6,
ESTAT:ENV_CHMHAZ(1.0),12/12/24 23:00:00,Annual,Production of chemicals,Severe chronic environmental hazard,Million tonnes,European Union - 27 countries (from 2020),2006,16.6,
ESTAT:ENV_CHMHAZ(1.0),12/12/24 23:00:00,Annual,Production of chemicals,Severe chronic environmental hazard,Million tonnes,European Union - 27 countries (from 2020),2007,16.6,
ESTAT:ENV_CHMHAZ(1.0),12/12/24 23:00:00,Annual,Production of chemicals,Severe chronic environmental hazard,Million tonnes,European Union - 27 countries (from 2020),2008,16.4,
ESTAT:ENV_CHMHAZ(1.0),12/12/24 23:00:00,Annual,Production of chemicals,Severe chronic environmental hazard,Million tonnes,European Union - 27 countries (from 2020),2009,17.4,
ESTAT:ENV_CHMHAZ(1.0),12/12/24 23:00:00,Annual,Production of chemicals,Severe chronic environmental hazard,Million tonnes,European Union - 27 countries (from 2020),2010,18.5,
ESTAT:ENV_CHMHAZ(1.0),12/12/24 23:00:00,Annual,Production of chemicals,Severe chronic environmental hazard,Million tonnes,European Union - 27 countries (from 2020),2011,20.1,
ESTAT:ENV_CHMHAZ(1.0),12/12/24 23:00:00,Annual,Production of chemicals,Severe chronic environmental hazard,Million tonnes,European Union - 27 countries (from 2020),2012,19,
ESTAT:ENV_CHMHAZ(1.0),12/12/24 23:00:00,Annual,Production of chemicals,Severe chronic environmental hazard,Million tonnes,European Union - 27 countries (from 2020),2013,19.4,
ESTAT:ENV_CHMHAZ(1.0),12/12/24 23:00:00,Annual,Production of chemicals,Severe chronic environmental hazard,Million tonnes,European Union - 27 countries (from 2020),2014,17.4,
ESTAT:ENV_CHMHAZ(1.0),12/12/24 23:00:00,Annual,Production of chemicals,Severe chronic environmental hazard,Million tonnes,European Union - 27 countries (from 2020),2015,15.9,
ESTAT:ENV_CHMHAZ(1.0),12/12/24 23:00:00,Annual,Production of chemicals,Severe chronic environmental hazard,Million tonnes,European Union - 27 countries (from 2020),2016,16.1,
ESTAT:ENV_CHMHAZ(1.0),12/12/24 23:00:00,Annual,Production of chemicals,Severe chronic environmental hazard,Million tonnes,European Union - 27 countries (from 2020),2017,18.2,
ESTAT:ENV_CHMHAZ(1.0),12/12/24 23:00:00,Annual,Production of chemicals,Severe chronic environmental hazard,Million tonnes,European Union - 27 countries (from 2020),2018,19.1,
ESTAT:ENV_CHMHAZ(1.0),12/12/24 23:00:00,Annual,Production of chemicals,Severe chronic environmental hazard,Million tonnes,European Union - 27 countries (from 2020),2019,18,
ESTAT:ENV_CHMHAZ(1.0),12/12/24 23:00:00,Annual,Production of chemicals,Severe chronic environmental hazard,Million tonnes,European Union - 27 countries (from 2020),2020,18,
ESTAT:ENV_CHMHAZ(1.0),12/12/24 23:00:00,Annual,Production of chemicals,Severe chronic environmental hazard,Million tonnes,European Union - 27 countries (from 2020),2021,22.6,
ESTAT:ENV_CHMHAZ(1.0),12/12/24 23:00:00,Annual,Production of chemicals,Severe chronic environmental hazard,Million tonnes,European Union - 27 countries (from 2020),2022,21.6,
ESTAT:ENV_CHMHAZ(1.0),12/12/24 23:00:00,Annual,Production of chemicals,Severe chronic environmental hazard,Million tonnes,European Union - 27 countries (from 2020),2023,23.9,
ESTAT:ENV_CHMHAZ(1.0),12/12/24 23:00:00,Annual,Production of chemicals,Significant acute environmental hazard,Million tonnes,European Union - 27 countries (from 2020),2004,10.4,
ESTAT:ENV_CHMHAZ(1.0),12/12/24 23:00:00,Annual,Production of chemicals,Significant acute environmental hazard,Million tonnes,European Union - 27 countries (from 2020),2005,11.5,
ESTAT:ENV_CHMHAZ(1.0),12/12/24 23:00:00,Annual,Production of chemicals,Significant acute environmental hazard,Million tonnes,European Union - 27 countries (from 2020),2006,11.1,
ESTAT:ENV_CHMHAZ(1.0),12/12/24 23:00:00,Annual,Production of chemicals,Significant acute environmental hazard,Million tonnes,European Union - 27 countries (from 2020),2007,11.8,
ESTAT:ENV_CHMHAZ(1.0),12/12/24 23:00:00,Annual,Production of chemicals,Significant acute environmental hazard,Million tonnes,European Union - 27 countries (from 2020),2008,9.8,
ESTAT:ENV_CHMHAZ(1.0),12/12/24 23:00:00,Annual,Production of chemicals,Significant acute environmental hazard,Million tonnes,European Union - 27 countries (from 2020),2009,8.2,
ESTAT:ENV_CHMHAZ(1.0),12/12/24 23:00:00,Annual,Production of chemicals,Significant acute environmental hazard,Million tonnes,European Union - 27 countries (from 2020),2010,9,
ESTAT:ENV_CHMHAZ(1.0),12/12/24 23:00:00,Annual,Production of chemicals,Significant acute environmental hazard,Million tonnes,European Union - 27 countries (from 2020),2011,8.2,
ESTAT:ENV_CHMHAZ(1.0),12/12/24 23:00:00,Annual,Production of chemicals,Significant acute environmental hazard,Million tonnes,European Union - 27 countries (from 2020),2012,8.2,
ESTAT:ENV_CHMHAZ(1.0),12/12/24 23:00:00,Annual,Production of chemicals,Significant acute environmental hazard,Million tonnes,European Union - 27 countries (from 2020),2013,8.2,
ESTAT:ENV_CHMHAZ(1.0),12/12/24 23:00:00,Annual,Production of chemicals,Significant acute environmental hazard,Million tonnes,European Union - 27 countries (from 2020),2014,8,
ESTAT:ENV_CHMHAZ(1.0),12/12/24 23:00:00,Annual,Production of chemicals,Significant acute environmental hazard,Million tonnes,European Union - 27 countries (from 2020),2015,8.7,
ESTAT:ENV_CHMHAZ(1.0),12/12/24 23:00:00,Annual,Production of chemicals,Significant acute environmental hazard,Million tonnes,European Union - 27 countries (from 2020),2016,8.5,
ESTAT:ENV_CHMHAZ(1.0),12/12/24 23:00:00,Annual,Production of chemicals,Significant acute environmental hazard,Million tonnes,European Union - 27 countries (from 2020),2017,9.2,
ESTAT:ENV_CHMHAZ(1.0),12/12/24 23:00:00,Annual,Production of chemicals,Significant acute environmental hazard,Million tonnes,European Union - 27 countries (from 2020),2018,8.3,
ESTAT:ENV_CHMHAZ(1.0),12/12/24 23:00:00,Annual,Production of chemicals,Significant acute environmental hazard,Million tonnes,European Union - 27 countries (from 2020),2019,8.3,
ESTAT:ENV_CHMHAZ(1.0),12/12/24 23:00:00,Annual,Production of chemicals,Significant acute environmental hazard,Million tonnes,European Union - 27 countries (from 2020),2020,7.8,
ESTAT:ENV_CHMHAZ(1.0),12/12/24 23:00:00,Annual,Production of chemicals,Significant acute environmental hazard,Million tonnes,European Union - 27 countries (from 2020),2021,7.9,
ESTAT:ENV_CHMHAZ(1.0),12/12/24 23:00:00,Annual,Production of chemicals,Significant acute environmental hazard,Million tonnes,European Union - 27 countries (from 2020),2022,7.4,
ESTAT:ENV_CHMHAZ(1.0),12/12/24 23:00:00,Annual,Production of chemicals,Significant acute environmental hazard,Million tonnes,European Union - 27 countries (from 2020),2023,6.4,
ESTAT:ENV_CHMHAZ(1.0),12/12/24 23:00:00,Annual,Production of chemicals,Significant chronic environmental hazard,Million tonnes,European Union - 27 countries (from 2020),2004,26.4,
ESTAT:ENV_CHMHAZ(1.0),12/12/24 23:00:00,Annual,Production of chemicals,Significant chronic environmental hazard,Million tonnes,European Union - 27 countries (from 2020),2005,31.4,
ESTAT:ENV_CHMHAZ(1.0),12/12/24 23:00:00,Annual,Production of chemicals,Significant chronic environmental hazard,Million tonnes,European Union - 27 countries (from 2020),2006,29.8,
ESTAT:ENV_CHMHAZ(1.0),12/12/24 23:00:00,Annual,Production of chemicals,Significant chronic environmental hazard,Million tonnes,European Union - 27 countries (from 2020),2007,31.1,
ESTAT:ENV_CHMHAZ(1.0),12/12/24 23:00:00,Annual,Production of chemicals,Significant chronic environmental hazard,Million tonnes,European Union - 27 countries (from 2020),2008,38.5,
ESTAT:ENV_CHMHAZ(1.0),12/12/24 23:00:00,Annual,Production of chemicals,Significant chronic environmental hazard,Million tonnes,European Union - 27 countries (from 2020),2009,25.6,
ESTAT:ENV_CHMHAZ(1.0),12/12/24 23:00:00,Annual,Production of chemicals,Significant chronic environmental hazard,Million tonnes,European Union - 27 countries (from 2020),2010,31.3,
ESTAT:ENV_CHMHAZ(1.0),12/12/24 23:00:00,Annual,Production of chemicals,Significant chronic environmental hazard,Million tonnes,European Union - 27 countries (from 2020),2011,28,
ESTAT:ENV_CHMHAZ(1.0),12/12/24 23:00:00,Annual,Production of chemicals,Significant chronic environmental hazard,Million tonnes,European Union - 27 countries (from 2020),2012,26.2,
ESTAT:ENV_CHMHAZ(1.0),12/12/24 23:00:00,Annual,Production of chemicals,Significant chronic environmental hazard,Million tonnes,European Union - 27 countries (from 2020),2013,24.9,
ESTAT:ENV_CHMHAZ(1.0),12/12/24 23:00:00,Annual,Production of chemicals,Significant chronic environmental hazard,Million tonnes,European Union - 27 countries (from 2020),2014,27.6,
ESTAT:ENV_CHMHAZ(1.0),12/12/24 23:00:00,Annual,Production of chemicals,Significant chronic environmental hazard,Million tonnes,European Union - 27 countries (from 2020),2015,27,
ESTAT:ENV_CHMHAZ(1.0),12/12/24 23:00:00,Annual,Production of chemicals,Significant chronic environmental hazard,Million tonnes,European Union - 27 countries (from 2020),2016,29.1,
ESTAT:ENV_CHMHAZ(1.0),12/12/24 23:00:00,Annual,Production of chemicals,Significant chronic environmental hazard,Million tonnes,European Union - 27 countries (from 2020),2017,29.4,
ESTAT:ENV_CHMHAZ(1.0),12/12/24 23:00:00,Annual,Production of chemicals,Significant chronic environmental hazard,Million tonnes,European Union - 27 countries (from 2020),2018,29,
ESTAT:ENV_CHMHAZ(1.0),12/12/24 23:00:00,Annual,Production of chemicals,Significant chronic environmental hazard,Million tonnes,European Union - 27 countries (from 2020),2019,31.9,
ESTAT:ENV_CHMHAZ(1.0),12/12/24 23:00:00,Annual,Production of chemicals,Significant chronic environmental hazard,Million tonnes,European Union - 27 countries (from 2020),2020,30.5,
ESTAT:ENV_CHMHAZ(1.0),12/12/24 23:00:00,Annual,Production of chemicals,Significant chronic environmental hazard,Million tonnes,European Union - 27 countries (from 2020),2021,27,
ESTAT:ENV_CHMHAZ(1.0),12/12/24 23:00:00,Annual,Production of chemicals,Significant chronic environmental hazard,Million tonnes,European Union - 27 countries (from 2020),2022,19.8,
ESTAT:ENV_CHMHAZ(1.0),12/12/24 23:00:00,Annual,Production of chemicals,Significant chronic environmental hazard,Million tonnes,European Union - 27 countries (from 2020),2023,20.1,
ESTAT:ENV_CHMHAZ(1.0),12/12/24 23:00:00,Annual,Production of chemicals,Hazardous and non-hazardous - total,Million tonnes,European Union - 27 countries (from 2020),2004,301.8,
ESTAT:ENV_CHMHAZ(1.0),12/12/24 23:00:00,Annual,Production of chemicals,Hazardous and non-hazardous - total,Million tonnes,European Union - 27 countries (from 2020),2005,310.4,
ESTAT:ENV_CHMHAZ(1.0),12/12/24 23:00:00,Annual,Production of chemicals,Hazardous and non-hazardous - total,Million tonnes,European Union - 27 countries (from 2020),2006,304.6,
ESTAT:ENV_CHMHAZ(1.0),12/12/24 23:00:00,Annual,Production of chemicals,Hazardous and non-hazardous - total,Million tonnes,European Union - 27 countries (from 2020),2007,313.8,
ESTAT:ENV_CHMHAZ(1.0),12/12/24 23:00:00,Annual,Production of chemicals,Hazardous and non-hazardous - total,Million tonnes,European Union - 27 countries (from 2020),2008,293.3,
ESTAT:ENV_CHMHAZ(1.0),12/12/24 23:00:00,Annual,Production of chemicals,Hazardous and non-hazardous - total,Million tonnes,European Union - 27 countries (from 2020),2009,257.3,
ESTAT:ENV_CHMHAZ(1.0),12/12/24 23:00:00,Annual,Production of chemicals,Hazardous and non-hazardous - total,Million tonnes,European Union - 27 countries (from 2020),2010,291.9,
ESTAT:ENV_CHMHAZ(1.0),12/12/24 23:00:00,Annual,Production of chemicals,Hazardous and non-hazardous - total,Million tonnes,European Union - 27 countries (from 2020),2011,280.5,
ESTAT:ENV_CHMHAZ(1.0),12/12/24 23:00:00,Annual,Production of chemicals,Hazardous and non-hazardous - total,Million tonnes,European Union - 27 countries (from 2020),2012,279.5,
ESTAT:ENV_CHMHAZ(1.0),12/12/24 23:00:00,Annual,Production of chemicals,Hazardous and non-hazardous - total,Million tonnes,European Union - 27 countries (from 2020),2013,273.8,
ESTAT:ENV_CHMHAZ(1.0),12/12/24 23:00:00,Annual,Production of chemicals,Hazardous and non-hazardous - total,Million tonnes,European Union - 27 countries (from 2020),2014,275.2,
ESTAT:ENV_CHMHAZ(1.0),12/12/24 23:00:00,Annual,Production of chemicals,Hazardous and non-hazardous - total,Million tonnes,European Union - 27 countries (from 2020),2015,272.2,
ESTAT:ENV_CHMHAZ(1.0),12/12/24 23:00:00,Annual,Production of chemicals,Hazardous and non-hazardous - total,Million tonnes,European Union - 27 countries (from 2020),2016,278,
ESTAT:ENV_CHMHAZ(1.0),12/12/24 23:00:00,Annual,Production of chemicals,Hazardous and non-hazardous - total,Million tonnes,European Union - 27 countries (from 2020),2017,291.1,
ESTAT:ENV_CHMHAZ(1.0),12/12/24 23:00:00,Annual,Production of chemicals,Hazardous and non-hazardous - total,Million tonnes,European Union - 27 countries (from 2020),2018,288.1,
ESTAT:ENV_CHMHAZ(1.0),12/12/24 23:00:00,Annual,Production of chemicals,Hazardous and non-hazardous - total,Million tonnes,European Union - 27 countries (from 2020),2019,280.9,
ESTAT:ENV_CHMHAZ(1.0),12/12/24 23:00:00,Annual,Production of chemicals,Hazardous and non-hazardous - total,Million tonnes,European Union - 27 countries (from 2020),2020,268.8,
ESTAT:ENV_CHMHAZ(1.0),12/12/24 23:00:00,Annual,Production of chemicals,Hazardous and non-hazardous - total,Million tonnes,European Union - 27 countries (from 2020),2021,275.5,
ESTAT:ENV_CHMHAZ(1.0),12/12/24 23:00:00,Annual,Production of chemicals,Hazardous and non-hazardous - total,Million tonnes,European Union - 27 countries (from 2020),2022,248.6,
ESTAT:ENV_CHMHAZ(1.0),12/12/24 23:00:00,Annual,Production of chemicals,Hazardous and non-hazardous - total,Million tonnes,European Union - 27 countries (from 2020),2023,217.5,
ESTAT:ENV_CHMHAZ(1.0),12/12/24 23:00:00,Annual,Production of chemicals,Hazardous to health,Million tonnes,European Union - 27 countries (from 2020),2004,236.6,
ESTAT:ENV_CHMHAZ(1.0),12/12/24 23:00:00,Annual,Production of chemicals,Hazardous to health,Million tonnes,European Union - 27 countries (from 2020),2005,242,
ESTAT:ENV_CHMHAZ(1.0),12/12/24 23:00:00,Annual,Production of chemicals,Hazardous to health,Million tonnes,European Union - 27 countries (from 2020),2006,234.5,
ESTAT:ENV_CHMHAZ(1.0),12/12/24 23:00:00,Annual,Production of chemicals,Hazardous to health,Million tonnes,European Union - 27 countries (from 2020),2007,240.8,
ESTAT:ENV_CHMHAZ(1.0),12/12/24 23:00:00,Annual,Production of chemicals,Hazardous to health,Million tonnes,European Union - 27 countries (from 2020),2008,230.4,
ESTAT:ENV_CHMHAZ(1.0),12/12/24 23:00:00,Annual,Production of chemicals,Hazardous to health,Million tonnes,European Union - 27 countries (from 2020),2009,198.6,
ESTAT:ENV_CHMHAZ(1.0),12/12/24 23:00:00,Annual,Production of chemicals,Hazardous to health,Million tonnes,European Union - 27 countries (from 2020),2010,226.1,
ESTAT:ENV_CHMHAZ(1.0),12/12/24 23:00:00,Annual,Production of chemicals,Hazardous to health,Million tonnes,European Union - 27 countries (from 2020),2011,214.9,
ESTAT:ENV_CHMHAZ(1.0),12/12/24 23:00:00,Annual,Production of chemicals,Hazardous to health,Million tonnes,European Union - 27 countries (from 2020),2012,211.5,
ESTAT:ENV_CHMHAZ(1.0),12/12/24 23:00:00,Annual,Production of chemicals,Hazardous to health,Million tonnes,European Union - 27 countries (from 2020),2013,209,
ESTAT:ENV_CHMHAZ(1.0),12/12/24 23:00:00,Annual,Production of chemicals,Hazardous to health,Million tonnes,European Union - 27 countries (from 2020),2014,210.4,
ESTAT:ENV_CHMHAZ(1.0),12/12/24 23:00:00,Annual,Production of chemicals,Hazardous to health,Million tonnes,European Union - 27 countries (from 2020),2015,206.3,
ESTAT:ENV_CHMHAZ(1.0),12/12/24 23:00:00,Annual,Production of chemicals,Hazardous to health,Million tonnes,European Union - 27 countries (from 2020),2016,209.1,
ESTAT:ENV_CHMHAZ(1.0),12/12/24 23:00:00,Annual,Production of chemicals,Hazardous to health,Million tonnes,European Union - 27 countries (from 2020),2017,220.6,
ESTAT:ENV_CHMHAZ(1.0),12/12/24 23:00:00,Annual,Production of chemicals,Hazardous to health,Million tonnes,European Union - 27 countries (from 2020),2018,214.9,
ESTAT:ENV_CHMHAZ(1.0),12/12/24 23:00:00,Annual,Production of chemicals,Hazardous to health,Million tonnes,European Union - 27 countries (from 2020),2019,212.9,
ESTAT:ENV_CHMHAZ(1.0),12/12/24 23:00:00,Annual,Production of chemicals,Hazardous to health,Million tonnes,European Union - 27 countries (from 2020),2020,206.7,
ESTAT:ENV_CHMHAZ(1.0),12/12/24 23:00:00,Annual,Production of chemicals,Hazardous to health,Million tonnes,European Union - 27 countries (from 2020),2021,211.6,
